origin,destination,days_before_departure,season,seat_class,airline,distance_km,demand_score,competitor_price,is_holiday,price_usd
NRT,FRA,118,summer,Economy,AsiaJet,12510,0.94,1166,1,4664
JFK,JFK,341,autumn,Economy,SkyMind,3738,0.36,1833,0,627
LAX,BOM,185,winter,First,PacificAir,10464,0.94,1724,0,834
SYD,LAX,243,spring,Economy,AsiaJet,12769,0.65,332,1,2301
BOM,BOM,214,autumn,Economy,AsiaJet,12794,0.89,607,1,2447
JFK,CDG,121,autumn,First,PacificAir,8489,0.79,1928,0,1642
CDG,LHR,63,summer,Economy,AsiaJet,7710,0.03,1473,1,413
SIN,LHR,149,autumn,First,AsiaJet,1287,0.07,1563,0,445
JFK,FRA,276,summer,First,PacificAir,11916,0.53,1674,0,4359
SIN,SYD,29,winter,First,AeroGulf,8734,0.13,1015,0,491
LHR,LAX,299,spring,Economy,SkyMind,12988,0.46,1956,0,4715
NRT,CDG,225,winter,Business,PacificAir,11634,0.95,1286,0,2155
BOM,DXB,173,autumn,Economy,EuroWings,6284,0.29,1422,1,1137
NRT,LAX,244,autumn,Business,AsiaJet,5143,0.49,1085,0,1920
LHR,SYD,321,summer,Business,SkyMind,4821,0.38,120,0,1857
SYD,JFK,131,summer,First,SkyMind,12597,0.63,1133,1,4610
BOM,LHR,352,winter,First,PacificAir,5228,0.19,144,0,979
SIN,JFK,20,winter,First,EuroWings,6140,0.26,704,1,1163
JFK,LHR,81,winter,First,EuroWings,3910,0.86,1126,1,411
BOM,FRA,293,spring,Economy,AeroGulf,1858,0.81,142,0,212
FRA,LHR,294,summer,Economy,EuroWings,9896,0.79,1303,1,1785
LHR,SIN,235,winter,Business,PacificAir,12296,0.77,396,0,2237
SYD,CDG,301,summer,Economy,SkyMind,11685,0.46,476,1,748
FRA,JFK,221,winter,Economy,SkyMind,10933,0.73,1230,1,822
BOM,LAX,170,spring,Business,EuroWings,1037,0.39,1036,1,286
NRT,NRT,46,summer,Economy,AsiaJet,12703,0.1,816,0,4528
SYD,NRT,60,summer,Economy,AeroGulf,4368,0.39,1900,1,853
LAX,SYD,96,summer,First,EuroWings,5076,0.16,1553,0,1911
BOM,LAX,269,summer,First,PacificAir,5025,0.39,735,0,1014
NRT,DXB,31,spring,Business,AeroGulf,4083,0.3,1236,0,338
SIN,LAX,324,winter,First,EuroWings,8398,0.6,476,1,495
JFK,LHR,116,spring,Economy,AeroGulf,1850,0.36,146,1,266
CDG,JFK,62,summer,First,AsiaJet,9636,0.71,1791,1,1907
SIN,NRT,146,autumn,First,PacificAir,4356,0.51,1407,1,845
SIN,FRA,331,spring,Business,EuroWings,10515,0.92,430,1,1879
SYD,SIN,362,autumn,Economy,SkyMind,3125,0.09,335,1,1065
FRA,NRT,53,summer,Business,PacificAir,12590,0.69,961,1,2584
NRT,FRA,51,summer,Economy,AsiaJet,12179,0.67,1774,1,4628
DXB,NRT,169,spring,Economy,AsiaJet,12898,0.95,384,1,4763
NRT,NRT,357,autumn,Economy,SkyMind,4807,0.37,853,1,1819
CDG,FRA,357,spring,First,PacificAir,9542,0.31,1563,0,601
DXB,FRA,195,spring,Business,EuroWings,3425,0.17,1372,1,1280
JFK,FRA,83,spring,Economy,SkyMind,13774,0.27,815,1,4985
CDG,NRT,134,summer,First,EuroWings,9687,0.5,811,0,650
SYD,LHR,268,winter,Business,AeroGulf,7214,0.84,1180,0,2661
SYD,DXB,81,autumn,First,EuroWings,7697,0.28,536,1,1352
SYD,FRA,219,winter,First,AeroGulf,6506,0.16,1197,0,1165
LAX,BOM,2,winter,Economy,EuroWings,13453,0.27,218,1,887
LHR,JFK,309,summer,Business,AeroGulf,9041,0.1,670,0,612
JFK,SYD,251,summer,First,PacificAir,2037,0.93,1414,0,789
SYD,BOM,236,summer,First,AsiaJet,11669,0.87,1047,1,4333
CDG,CDG,156,spring,First,PacificAir,3228,0.31,1927,0,1112
DXB,CDG,37,summer,First,SkyMind,7881,0.25,1456,1,598
FRA,JFK,229,summer,Economy,PacificAir,4846,0.91,157,1,1801
SYD,LAX,145,summer,Economy,PacificAir,2866,0.0,599,0,522
LHR,JFK,325,summer,Business,AsiaJet,13994,0.6,830,1,2558
SIN,NRT,56,winter,First,PacificAir,7528,0.92,1867,0,2954
SYD,CDG,121,winter,Economy,SkyMind,10928,0.51,1381,1,752
SIN,DXB,314,summer,Business,PacificAir,7368,0.0,895,1,1264
CDG,LAX,211,winter,Business,PacificAir,4375,0.22,581,0,245
LAX,SYD,260,summer,Economy,PacificAir,11786,0.92,1592,1,2250
NRT,DXB,103,autumn,Economy,PacificAir,6541,0.02,425,0,2329
JFK,CDG,305,spring,First,AsiaJet,4101,0.39,1186,0,1490
CDG,SYD,235,summer,Economy,AsiaJet,4674,0.79,1303,1,290
SIN,NRT,38,winter,Economy,SkyMind,13333,0.84,1951,0,5068
LAX,NRT,301,spring,Economy,SkyMind,1423,0.48,330,1,80
LHR,SYD,108,winter,Business,SkyMind,1118,0.23,1981,1,161
FRA,JFK,224,autumn,Economy,PacificAir,4900,0.6,1287,0,898
NRT,JFK,293,autumn,Business,EuroWings,6842,0.26,1483,0,1297
LAX,DXB,184,spring,Business,PacificAir,11954,0.26,1333,1,4342
FRA,BOM,155,autumn,Economy,EuroWings,3803,0.81,1569,1,340
SYD,LHR,32,summer,Business,SkyMind,11293,0.15,654,1,2153
NRT,JFK,234,autumn,First,PacificAir,9739,0.01,522,1,3503
BOM,SYD,250,winter,First,SkyMind,10390,0.34,1256,0,3754
LHR,FRA,58,summer,Business,AsiaJet,6080,0.49,829,0,1263
SIN,FRA,333,winter,Economy,SkyMind,10922,0.71,302,1,3876
CDG,BOM,163,spring,Economy,PacificAir,8100,0.78,789,0,1461
SYD,LAX,17,spring,Business,AsiaJet,10560,0.66,883,0,880
BOM,BOM,254,spring,Economy,AsiaJet,11346,0.63,1590,1,4100
SIN,SYD,146,winter,Business,EuroWings,8622,0.67,1687,0,681
LAX,FRA,229,winter,First,AeroGulf,582,0.27,552,1,137
SYD,DXB,240,spring,Business,AsiaJet,592,0.38,1706,0,80
LHR,DXB,286,winter,Business,AeroGulf,7260,0.62,1126,1,1377
LAX,BOM,346,spring,First,SkyMind,11848,0.07,1212,0,4245
SYD,SYD,16,spring,First,SkyMind,7875,0.3,1174,1,2867
NRT,LHR,75,winter,Business,AsiaJet,8337,0.41,1576,1,3046
JFK,LAX,260,summer,First,EuroWings,7224,0.53,771,1,392
LAX,FRA,361,spring,First,SkyMind,3548,0.49,1120,1,234
SYD,SYD,4,autumn,Economy,AeroGulf,1967,0.72,579,1,284
JFK,LAX,251,summer,First,AsiaJet,10716,0.47,1256,0,1971
NRT,DXB,85,summer,First,AsiaJet,13561,0.9,1370,0,5079
JFK,JFK,63,summer,Business,EuroWings,12509,0.38,985,0,797
JFK,FRA,100,summer,First,AsiaJet,5989,0.53,1806,0,1117
SYD,LHR,322,spring,Business,PacificAir,3198,0.0,1846,1,318
LAX,CDG,243,spring,Economy,AeroGulf,9483,0.31,495,1,1735
NRT,FRA,295,spring,Business,PacificAir,975,0.87,258,0,492
SIN,SIN,162,autumn,Business,PacificAir,9195,0.33,564,1,665
SIN,LHR,178,spring,Economy,AeroGulf,730,0.25,1273,0,285
JFK,LHR,328,spring,Economy,AsiaJet,7521,0.54,670,0,476
BOM,CDG,328,autumn,First,AsiaJet,10278,0.08,1113,1,1860
FRA,LAX,252,spring,Business,PacificAir,10466,0.53,1431,0,3909
DXB,CDG,42,winter,Business,AeroGulf,11782,0.3,658,0,828
JFK,SIN,242,winter,Business,SkyMind,7333,0.38,1621,0,438
LHR,LAX,342,spring,Economy,AeroGulf,2756,0.79,1996,1,1024
SYD,LHR,91,summer,Business,PacificAir,4470,0.66,1081,0,993
CDG,CDG,28,spring,First,AeroGulf,12918,0.45,1120,0,4716
DXB,SYD,155,autumn,Economy,AeroGulf,5338,0.58,1428,1,445
JFK,JFK,119,summer,Business,SkyMind,883,0.77,1435,1,540
SIN,SIN,220,autumn,Economy,EuroWings,11855,0.75,642,1,4314
FRA,SYD,347,winter,Economy,EuroWings,11101,0.19,346,1,1965
SYD,LAX,264,autumn,Economy,SkyMind,1260,0.3,798,1,309
JFK,NRT,121,spring,Business,AeroGulf,5743,0.35,1358,1,2119
SIN,LHR,46,winter,Business,PacificAir,4452,0.19,1961,1,802
SYD,BOM,280,summer,First,SkyMind,1442,0.01,1455,0,304
SIN,LAX,115,spring,Economy,EuroWings,3195,0.17,1294,1,255
LAX,LHR,168,winter,Business,EuroWings,1796,0.81,1598,0,459
CDG,FRA,246,summer,Business,SkyMind,11094,0.55,692,0,4103
LHR,FRA,280,winter,First,AeroGulf,2647,0.34,941,1,1036
DXB,DXB,234,summer,Business,AsiaJet,7374,0.61,1488,0,503
BOM,SIN,22,summer,Business,PacificAir,10331,0.74,1128,0,927
JFK,DXB,202,autumn,Business,AsiaJet,4896,0.35,615,1,419
SYD,DXB,68,spring,Economy,PacificAir,1108,0.47,586,0,414
SIN,NRT,136,summer,First,AsiaJet,1381,0.06,754,0,456
JFK,SYD,231,summer,First,AsiaJet,10942,0.6,997,0,1922
LAX,JFK,58,autumn,First,PacificAir,11784,0.36,1556,1,781
CDG,SYD,15,summer,Business,PacificAir,10851,0.43,411,1,2016
CDG,NRT,264,summer,Business,EuroWings,7816,0.42,1624,1,1401
CDG,FRA,170,winter,Business,AeroGulf,11120,0.63,1771,0,4158
JFK,BOM,291,spring,Economy,AeroGulf,13542,0.57,1907,0,2384
CDG,SYD,169,autumn,Economy,EuroWings,11693,0.42,1378,1,775
SIN,DXB,48,autumn,First,AsiaJet,13994,0.02,823,1,851
LHR,DXB,96,summer,Economy,PacificAir,5391,0.62,1403,0,2073
JFK,SYD,327,summer,Economy,SkyMind,6980,0.88,862,0,2546
SIN,CDG,44,autumn,Business,AsiaJet,8005,0.77,1094,0,2973
DXB,LAX,353,summer,Business,AeroGulf,2494,0.98,1434,0,118
SYD,BOM,240,summer,First,PacificAir,1823,0.14,793,0,747
NRT,CDG,291,winter,Business,EuroWings,8268,0.22,308,1,449
LAX,CDG,283,autumn,Business,AsiaJet,13009,0.54,1448,1,2461
CDG,LAX,70,summer,Economy,SkyMind,1511,0.24,817,0,531
BOM,SIN,253,spring,First,AsiaJet,7403,0.03,849,0,2591
LAX,LAX,66,summer,Economy,EuroWings,12730,0.4,1614,0,4633
CDG,BOM,327,winter,First,SkyMind,1188,0.29,1951,1,136
SYD,JFK,336,winter,First,AsiaJet,4568,0.26,258,1,801
CDG,SIN,285,autumn,Business,EuroWings,12905,0.95,1655,0,4725
CDG,SYD,31,winter,Economy,AsiaJet,12961,0.24,560,0,2402
LHR,JFK,214,winter,Economy,PacificAir,9934,0.13,1123,0,3589
NRT,JFK,181,spring,Business,AsiaJet,3947,0.13,153,1,320
CDG,BOM,202,winter,First,EuroWings,8397,0.81,492,1,1658
FRA,NRT,68,summer,First,AeroGulf,7755,0.71,343,1,1512
NRT,NRT,25,winter,First,EuroWings,10736,0.13,1797,0,3887
SIN,BOM,248,spring,First,AsiaJet,8575,0.22,1839,0,1651
CDG,CDG,337,autumn,Business,PacificAir,9132,0.75,843,1,581
CDG,NRT,343,spring,First,AeroGulf,9916,0.27,1459,1,1714
BOM,DXB,160,summer,Economy,EuroWings,2962,0.98,1316,1,626
BOM,NRT,280,summer,First,AeroGulf,5623,0.54,1267,1,1094
FRA,BOM,257,autumn,First,PacificAir,13737,0.19,937,0,2524
DXB,LAX,111,spring,First,SkyMind,4678,0.86,1335,0,1817
LHR,CDG,47,spring,Business,AeroGulf,13776,0.32,1001,0,5080
DXB,FRA,179,autumn,First,EuroWings,6649,0.29,390,0,1321
FRA,JFK,36,autumn,Business,PacificAir,11444,0.33,1740,1,2222
SYD,BOM,198,autumn,Economy,EuroWings,2252,0.77,1622,0,321
BOM,NRT,42,autumn,First,PacificAir,13134,0.17,230,1,4801
JFK,LHR,332,summer,First,EuroWings,5129,0.38,1400,1,1847
JFK,DXB,90,summer,Economy,PacificAir,11694,0.03,1514,0,4196
SYD,BOM,345,autumn,First,AsiaJet,6416,0.83,1457,1,1167
BOM,LHR,68,winter,First,EuroWings,5046,0.34,377,1,1855
CDG,JFK,70,autumn,Business,PacificAir,11908,0.25,241,0,757
BOM,LAX,110,winter,Business,SkyMind,3859,0.58,1980,0,416
LHR,DXB,351,winter,Economy,PacificAir,5513,0.7,166,0,258
SYD,BOM,22,spring,Business,SkyMind,12634,0.81,1512,0,909
NRT,LHR,277,winter,Business,AeroGulf,11988,0.35,1832,1,786
CDG,BOM,195,winter,Economy,PacificAir,13741,0.81,982,0,5042
SYD,LHR,45,winter,Economy,AeroGulf,8104,0.46,1182,0,1483
LAX,SYD,111,summer,First,AeroGulf,13001,0.1,1869,0,2357
SYD,JFK,209,spring,First,AsiaJet,4514,0.85,492,1,911
DXB,SIN,230,spring,First,PacificAir,1399,0.55,608,0,291
NRT,DXB,178,winter,First,AsiaJet,1689,0.6,275,1,734
SIN,FRA,250,summer,Business,AsiaJet,1152,0.94,1225,1,436
BOM,DXB,328,autumn,Business,AeroGulf,8496,0.56,136,1,3076
SYD,FRA,11,summer,Economy,EuroWings,1482,0.01,1447,1,81
SIN,BOM,252,spring,Economy,AeroGulf,1075,0.87,1015,1,276
JFK,BOM,344,winter,Business,AeroGulf,9024,0.28,696,0,3166
CDG,LHR,235,summer,First,SkyMind,4807,0.5,533,0,1757
BOM,SIN,136,winter,First,EuroWings,8980,0.2,595,1,3271
JFK,LHR,254,autumn,First,AeroGulf,7253,0.3,1659,1,1359
NRT,BOM,54,summer,First,EuroWings,10905,0.69,991,1,2231
FRA,SYD,129,autumn,Economy,SkyMind,10865,0.43,1834,0,775
DXB,SYD,226,autumn,Business,EuroWings,12525,0.63,1105,0,846
FRA,FRA,20,spring,Economy,PacificAir,8240,0.82,1249,1,790
FRA,JFK,100,spring,Business,SkyMind,1555,0.34,404,1,338
BOM,NRT,290,winter,First,EuroWings,6526,0.57,355,1,504
SYD,DXB,57,autumn,Economy,AsiaJet,4869,0.78,1515,0,545
BOM,FRA,226,autumn,Business,EuroWings,1824,0.72,686,1,716
LHR,SIN,141,spring,Business,SkyMind,4095,0.54,1620,1,932
SYD,SIN,125,autumn,Business,AsiaJet,4327,0.38,721,1,356
SIN,DXB,309,summer,Business,EuroWings,11354,0.41,1580,0,809
LHR,SYD,52,autumn,First,EuroWings,2823,0.43,1129,1,633
LAX,NRT,134,autumn,First,SkyMind,13818,0.35,1675,1,867
NRT,DXB,292,spring,Business,AsiaJet,2382,0.7,948,1,432
SYD,NRT,153,spring,Business,AsiaJet,11755,0.13,1049,1,2120
SIN,BOM,347,winter,Business,EuroWings,1653,0.97,1840,0,283
FRA,FRA,186,spring,First,PacificAir,3870,0.78,1488,1,410
SIN,BOM,239,summer,Economy,SkyMind,8788,0.3,756,1,556
JFK,LHR,183,autumn,Business,SkyMind,776,0.04,1430,1,80
DXB,DXB,351,winter,Economy,AeroGulf,5904,0.71,1125,0,1081
LHR,LHR,3,autumn,First,AsiaJet,11539,0.73,1281,1,915
LAX,CDG,284,spring,First,AsiaJet,5792,0.96,1027,1,2125
DXB,NRT,196,autumn,First,AeroGulf,9023,0.25,917,1,1672
NRT,SIN,166,autumn,First,EuroWings,10944,0.08,327,0,667
LHR,BOM,290,summer,First,EuroWings,4698,0.92,1322,0,934
SIN,NRT,340,autumn,Economy,SkyMind,11743,0.26,1887,0,738
SYD,SIN,141,summer,Economy,EuroWings,4196,0.72,1523,0,906
NRT,BOM,111,autumn,Economy,PacificAir,13742,0.06,182,1,4894
DXB,DXB,261,spring,Economy,PacificAir,11099,0.76,1074,1,2168
JFK,LAX,188,winter,Business,PacificAir,3702,0.13,1562,1,607
FRA,LHR,344,spring,First,AeroGulf,2586,0.7,540,0,471
LAX,BOM,358,winter,Economy,PacificAir,806,0.53,1585,0,80
DXB,LAX,273,autumn,Economy,AeroGulf,1383,0.96,1168,0,341
FRA,FRA,185,spring,Business,SkyMind,7163,0.04,1559,0,442
SIN,BOM,287,summer,Business,SkyMind,6689,0.29,810,0,1214
NRT,LAX,92,spring,First,PacificAir,4789,0.07,274,1,378
FRA,SIN,194,summer,First,AeroGulf,4089,0.88,1668,0,424
JFK,LHR,360,autumn,Business,PacificAir,4141,0.59,483,1,234
JFK,JFK,349,autumn,Business,EuroWings,7836,0.53,1989,0,517
DXB,BOM,338,winter,Business,AeroGulf,13036,0.13,507,0,2427
CDG,NRT,311,spring,First,AeroGulf,5608,0.49,1670,1,1086
SIN,SIN,329,autumn,Business,AeroGulf,2662,0.4,291,1,164
BOM,JFK,47,winter,Economy,AeroGulf,7209,0.32,1208,1,436
CDG,JFK,144,winter,First,EuroWings,11839,0.77,955,1,866
JFK,FRA,149,autumn,First,PacificAir,13980,0.06,1736,0,5076
SYD,FRA,350,summer,Economy,SkyMind,5667,0.65,563,0,2009
JFK,SYD,323,summer,Economy,AsiaJet,11475,0.82,1439,0,2094
LAX,BOM,353,winter,First,AsiaJet,3641,0.91,820,0,1315
BOM,NRT,120,autumn,First,AeroGulf,6631,0.75,128,0,2607
JFK,BOM,134,spring,Business,AeroGulf,5103,0.28,1397,0,452
LHR,LAX,197,spring,Business,SkyMind,654,0.6,1309,0,180
JFK,SIN,37,winter,Economy,AsiaJet,4130,0.14,1171,1,1520
SIN,LHR,187,spring,Economy,AeroGulf,9152,0.12,366,0,3369
JFK,NRT,213,autumn,Economy,EuroWings,1896,0.64,486,1,794
LAX,LHR,110,spring,Economy,AsiaJet,9482,0.85,781,1,743
FRA,FRA,187,spring,Business,EuroWings,7297,0.07,1269,1,1428
LHR,LHR,78,autumn,First,SkyMind,7094,0.11,1139,0,2542
BOM,CDG,298,summer,Business,SkyMind,4209,0.57,1420,1,819
SYD,FRA,330,summer,Economy,AsiaJet,2367,0.22,1112,0,474
DXB,FRA,125,winter,Business,PacificAir,10380,0.61,548,1,3842
CDG,DXB,316,autumn,Economy,AsiaJet,1076,0.21,1678,1,230
CDG,LHR,320,summer,Business,EuroWings,7763,0.12,1550,1,517
LAX,NRT,314,spring,First,PacificAir,4264,0.55,446,1,1570
FRA,FRA,2,winter,Economy,EuroWings,11235,0.86,386,0,4324
BOM,NRT,334,autumn,Business,EuroWings,9053,0.69,1616,1,3281
SYD,FRA,71,autumn,Economy,EuroWings,956,0.82,1407,0,582
SYD,JFK,212,winter,First,AeroGulf,11941,0.27,1099,1,738
NRT,NRT,8,summer,Economy,PacificAir,12916,0.89,1686,1,1020
LHR,LAX,184,winter,First,AeroGulf,4061,0.38,1662,0,788
FRA,LHR,164,winter,Business,AeroGulf,3610,0.85,1644,1,1499
NRT,CDG,269,autumn,First,EuroWings,4029,0.47,476,1,1400
DXB,BOM,295,autumn,Economy,SkyMind,5407,0.27,1503,1,943
FRA,JFK,358,spring,Business,AsiaJet,5468,0.26,521,0,443
CDG,LHR,81,winter,Economy,SkyMind,9041,0.57,1031,0,3401
LHR,DXB,262,autumn,Economy,EuroWings,11384,0.08,1951,0,2035
DXB,DXB,275,autumn,Business,AsiaJet,5047,0.93,863,1,411
DXB,SIN,105,autumn,First,AsiaJet,4583,0.27,844,1,843
DXB,CDG,309,autumn,First,EuroWings,608,0.34,318,0,80
SIN,SYD,28,winter,Business,AeroGulf,8251,0.23,156,1,576
NRT,BOM,47,winter,Business,AsiaJet,1731,0.0,786,0,586
NRT,BOM,313,summer,Economy,AsiaJet,1076,0.69,213,0,99
DXB,FRA,55,winter,Economy,AsiaJet,740,0.59,1853,1,433
CDG,DXB,79,autumn,Business,AsiaJet,11330,0.81,1369,0,877
JFK,BOM,1,spring,Business,PacificAir,8066,0.04,574,1,2830
SIN,FRA,168,winter,Economy,AeroGulf,6309,0.93,1191,1,2423
NRT,DXB,23,summer,Economy,PacificAir,10733,0.33,1942,0,2046
SIN,JFK,228,winter,First,PacificAir,7221,0.91,157,0,1332
SIN,NRT,298,autumn,Business,EuroWings,870,0.11,403,0,243
FRA,FRA,260,summer,Economy,AeroGulf,6554,0.74,1097,1,403
DXB,FRA,264,autumn,First,SkyMind,10844,0.58,1438,0,3989
LHR,BOM,164,autumn,Economy,AeroGulf,597,0.36,1199,1,80
LHR,BOM,10,winter,Business,SkyMind,6106,0.08,402,0,2262
LHR,CDG,116,winter,First,AsiaJet,12883,0.6,1010,0,915
FRA,SIN,158,summer,Economy,SkyMind,10640,0.03,1746,0,1907
DXB,SIN,356,summer,Business,SkyMind,8656,0.5,1747,0,449
FRA,BOM,272,summer,Business,SkyMind,10187,0.6,833,1,1839
BOM,JFK,158,summer,Business,AsiaJet,10785,0.73,817,1,810
DXB,BOM,320,spring,Business,AsiaJet,11629,0.99,1707,0,2192
BOM,SIN,364,summer,First,PacificAir,10770,0.26,1599,0,594
DXB,FRA,202,winter,Economy,SkyMind,2955,0.32,962,0,1163
FRA,LAX,121,spring,Economy,AeroGulf,3946,0.34,101,0,339
JFK,LHR,139,autumn,Business,EuroWings,10097,0.73,1970,0,1952
LAX,FRA,162,autumn,Economy,PacificAir,5311,0.93,1824,0,1074
BOM,DXB,208,summer,Business,SkyMind,8327,0.97,1163,0,595
LHR,SIN,55,autumn,Economy,PacificAir,3191,0.95,1806,0,1481
SIN,LAX,339,spring,Economy,SkyMind,11437,0.88,1171,0,713
BOM,SYD,260,winter,Economy,SkyMind,1472,0.99,811,0,240
LAX,LAX,44,winter,First,PacificAir,11440,0.38,156,1,2171
SYD,LAX,159,spring,Business,SkyMind,10204,0.95,1635,0,3811
DXB,FRA,304,summer,First,SkyMind,8306,0.76,1831,0,3057
BOM,LAX,355,summer,Economy,EuroWings,3423,0.17,111,0,1341
DXB,LAX,98,summer,First,AeroGulf,5501,0.05,557,0,1959
LAX,SYD,26,spring,First,AsiaJet,1308,0.21,1447,1,182
BOM,BOM,359,summer,First,EuroWings,7976,0.78,790,1,2884
SIN,LHR,198,winter,Economy,AsiaJet,13386,0.63,1709,1,4832
FRA,LAX,97,spring,First,AsiaJet,13754,0.22,640,1,4926
SIN,LHR,239,spring,Economy,AeroGulf,6463,0.74,1215,1,1217
SIN,BOM,12,autumn,Business,EuroWings,6435,0.14,1920,1,1216
CDG,LHR,45,autumn,Economy,SkyMind,4730,0.82,438,1,1110
LHR,BOM,9,summer,Economy,AeroGulf,827,0.79,1494,0,450
SIN,JFK,1,summer,Economy,SkyMind,12986,0.97,1742,0,1101
SIN,LHR,327,winter,Business,SkyMind,1182,0.15,858,1,80
BOM,CDG,210,summer,Business,SkyMind,12023,0.91,355,0,2280
LHR,CDG,54,winter,Economy,SkyMind,623,0.34,1624,0,228
BOM,DXB,104,summer,Economy,EuroWings,1253,0.42,1221,1,628
FRA,SYD,152,winter,Business,AsiaJet,8614,0.47,1169,1,1647
LHR,DXB,10,spring,Business,AsiaJet,2106,0.63,1143,0,495
LAX,SIN,40,winter,Economy,EuroWings,7025,0.99,1182,1,1519
LAX,CDG,44,summer,Business,AsiaJet,4078,0.6,339,1,934
CDG,BOM,268,autumn,Economy,AeroGulf,5166,0.93,475,0,428
FRA,BOM,278,summer,Economy,SkyMind,7708,0.26,1159,1,2826
NRT,FRA,155,spring,Economy,SkyMind,10160,0.4,1636,1,653
SYD,SYD,82,autumn,Business,SkyMind,3345,0.5,957,1,650
BOM,NRT,197,winter,Business,PacificAir,3438,0.32,486,0,1311
BOM,CDG,52,autumn,Business,AeroGulf,13957,0.98,911,0,5215
JFK,BOM,223,summer,Economy,PacificAir,10618,0.73,282,1,756
JFK,JFK,59,autumn,Economy,EuroWings,6819,0.48,415,1,564
NRT,CDG,294,autumn,First,PacificAir,2927,0.75,1510,0,547
NRT,SIN,276,summer,Economy,AsiaJet,8856,0.47,184,1,560
LHR,JFK,334,summer,Economy,AsiaJet,10201,0.02,1570,0,1846
NRT,JFK,276,spring,First,AeroGulf,8656,0.54,1717,0,1566
DXB,SIN,357,autumn,Economy,PacificAir,7407,0.63,1794,0,1268
SYD,CDG,110,winter,Economy,PacificAir,13402,0.98,1883,0,5028
SYD,DXB,30,summer,Business,SkyMind,8232,0.04,1351,0,2977
DXB,LHR,107,autumn,First,AeroGulf,6386,0.51,928,0,559
JFK,SIN,297,summer,Business,SkyMind,12784,0.1,1172,0,733
BOM,FRA,340,spring,First,AeroGulf,11502,0.15,911,0,4197
LAX,LAX,327,summer,Economy,AeroGulf,9892,0.61,1047,0,555
JFK,BOM,319,summer,First,PacificAir,5668,0.23,1922,1,961
CDG,FRA,95,spring,Business,SkyMind,13922,0.75,939,1,2657
CDG,BOM,285,summer,Economy,EuroWings,3781,0.51,956,0,1347
CDG,SYD,207,spring,Business,SkyMind,9310,0.22,1044,1,519
NRT,CDG,333,autumn,First,EuroWings,3212,0.49,401,1,302
CDG,SYD,172,autumn,First,AsiaJet,5454,0.0,1049,0,1940
CDG,CDG,79,autumn,First,AeroGulf,13966,0.86,823,0,2831
FRA,JFK,250,winter,Business,SkyMind,4223,0.01,750,0,711
CDG,CDG,218,summer,Economy,AeroGulf,2186,0.01,715,1,80
BOM,SYD,339,spring,Economy,SkyMind,7940,0.61,1188,0,2936
CDG,CDG,57,summer,Business,AsiaJet,2106,0.97,1592,0,967
JFK,LHR,147,winter,Business,SkyMind,13424,0.86,1780,1,2577
SYD,CDG,234,summer,Business,AsiaJet,12624,0.25,471,1,2231
CDG,LHR,17,winter,Economy,AeroGulf,12584,0.2,639,1,810
LAX,DXB,197,summer,First,PacificAir,12495,0.63,1717,0,4516
SIN,FRA,189,winter,Business,EuroWings,13002,0.82,1600,1,895
DXB,FRA,132,spring,Business,AeroGulf,10045,0.36,1453,0,647
CDG,FRA,248,summer,First,PacificAir,4739,0.43,108,1,1758
LAX,NRT,150,summer,Economy,AeroGulf,9310,0.12,261,1,3404
BOM,SIN,202,spring,Business,AeroGulf,5603,0.15,1527,1,1040
LHR,LAX,213,spring,Business,SkyMind,9045,0.57,834,1,3349
JFK,LAX,217,autumn,Business,AsiaJet,780,0.1,742,0,80
BOM,LAX,6,winter,First,AsiaJet,12069,0.2,740,1,761
LAX,JFK,158,spring,First,SkyMind,5432,0.23,927,0,2018
BOM,FRA,349,autumn,First,SkyMind,4050,0.44,964,0,243
FRA,JFK,75,winter,First,AeroGulf,2459,0.05,1429,0,893
DXB,JFK,251,autumn,Economy,AsiaJet,889,0.5,747,0,226
JFK,FRA,304,summer,First,AeroGulf,5683,0.93,1013,0,1017
BOM,NRT,46,winter,Business,PacificAir,4367,0.02,1921,0,1648
DXB,CDG,342,summer,Business,PacificAir,4860,0.63,196,1,291
SYD,CDG,348,summer,Business,SkyMind,2553,0.84,1972,0,937
SIN,JFK,315,summer,Business,AsiaJet,5508,0.31,589,1,1993
SYD,LHR,229,summer,Economy,PacificAir,8859,0.13,620,1,1641
SIN,CDG,182,summer,Economy,AsiaJet,6816,0.04,377,0,2476
BOM,SIN,83,summer,Economy,AsiaJet,13637,0.64,1005,1,2600
CDG,LAX,145,autumn,Economy,EuroWings,2666,0.55,601,0,651
FRA,LHR,50,autumn,Economy,PacificAir,8606,0.23,1092,1,2997
FRA,SIN,100,winter,Economy,PacificAir,12961,0.83,595,0,4908
BOM,LHR,343,winter,First,AeroGulf,11698,0.74,1610,0,4270
DXB,NRT,220,winter,Economy,AeroGulf,6772,0.28,422,1,2379
LAX,JFK,139,summer,Economy,AsiaJet,686,0.75,1332,0,309
LAX,SIN,14,summer,Business,SkyMind,5682,0.24,108,0,2167
CDG,LAX,13,autumn,Business,AeroGulf,12738,0.68,1426,1,2517
LAX,FRA,344,autumn,Economy,AeroGulf,11632,0.12,1931,0,2017
CDG,NRT,250,winter,First,AsiaJet,9989,0.69,1415,1,698
CDG,LAX,336,spring,First,PacificAir,3145,0.24,1782,0,622
