origin,destination,distance_km,avg_passengers,avg_revenue_usd,avg_delay_min,fuel_cost_usd,competition_score,demand_score,profitability_score
SIN,DXB,1002,176,364905,18,53295,0.69,0.09,0.6052
SIN,SIN,1851,355,58366,101,42769,0.65,0.12,0.0
SYD,NRT,5935,130,16066,76,82933,0.96,0.2,0.0
FRA,LAX,5333,312,173645,82,28189,0.18,0.78,0.2089
BOM,LHR,3425,140,84721,66,62202,0.45,0.76,0.0
JFK,NRT,6417,497,246631,17,39544,0.86,0.42,0.3972
SIN,SYD,4508,400,91427,57,78704,0.78,0.5,0.0
SYD,DXB,2695,304,235602,46,36859,0.17,0.46,0.3515
BOM,CDG,10241,144,481211,42,57998,0.24,0.23,0.8044
JFK,SIN,12731,65,376839,108,55107,0.26,0.53,0.5355
JFK,CDG,11115,325,314823,109,86152,0.37,0.06,0.3483
NRT,BOM,10535,346,362913,109,71207,0.6,0.61,0.4744
FRA,LAX,4719,196,339472,33,99915,0.47,0.87,0.4461
DXB,JFK,12934,467,186244,13,66278,0.72,0.57,0.2269
NRT,DXB,11783,428,287307,87,78661,0.59,0.85,0.3303
DXB,CDG,10455,165,466387,49,78532,0.82,0.12,0.7267
NRT,LAX,2834,194,424147,1,36746,0.87,0.59,0.7738
JFK,FRA,4101,198,448497,42,98373,0.74,0.1,0.6582
LAX,NRT,7025,425,239720,69,53395,0.8,0.84,0.3036
BOM,NRT,7541,419,27569,78,72130,0.12,0.21,0.0
BOM,SIN,12158,123,423594,51,94669,0.75,0.17,0.6068
FRA,SYD,8519,257,97981,63,90759,0.34,0.22,0.0
LAX,LAX,5327,256,482284,55,68980,0.65,0.89,0.7716
CDG,BOM,9316,367,384293,108,67057,0.36,0.31,0.5265
LHR,BOM,6365,165,347336,110,64992,0.05,0.75,0.4547
LAX,SYD,4371,256,258982,112,42639,0.0,0.58,0.3207
NRT,SIN,2337,227,365125,97,47276,0.68,0.98,0.5387
BOM,CDG,8540,280,186983,70,55305,0.45,0.57,0.1934
SIN,SYD,5129,84,19563,89,99696,0.39,0.16,0.0
JFK,CDG,2826,363,95770,35,70524,0.87,0.56,0.0155
LHR,LAX,4066,476,116234,18,32469,0.19,0.78,0.1495
FRA,CDG,10622,153,338373,99,55975,0.34,0.68,0.4658
LAX,JFK,5367,380,197731,16,18753,0.71,0.41,0.342
SYD,LHR,6975,388,367121,33,25138,0.57,0.96,0.651
DXB,LHR,7788,307,263589,6,76753,0.26,0.14,0.3677
FRA,LAX,13366,267,395750,97,72218,0.36,0.99,0.5501
BOM,BOM,11731,395,318552,98,21376,0.67,0.62,0.4964
SYD,DXB,12185,447,485711,66,9182,0.82,0.8,0.8871
SYD,JFK,3442,72,172818,6,49834,0.36,0.54,0.24
CDG,LAX,2654,185,358539,98,63897,0.9,0.7,0.4913
NRT,NRT,5744,385,131973,86,37158,0.39,0.81,0.1036
SYD,BOM,9493,474,171238,62,8271,0.58,0.06,0.2639
BOM,DXB,6578,260,297428,40,83291,0.76,0.89,0.3883
NRT,LAX,1179,126,44355,90,48034,0.85,0.61,0.0
JFK,SIN,9049,330,347016,82,78936,0.27,0.51,0.4542
LHR,SIN,7540,434,330593,96,81341,0.52,0.78,0.4025
JFK,BOM,1498,492,345899,119,37848,0.76,1.0,0.4971
CDG,CDG,1595,99,371440,4,95098,0.62,0.17,0.5487
NRT,BOM,4551,121,42137,99,72012,0.86,0.94,0.0
JFK,LAX,12849,302,207303,72,25302,0.19,0.35,0.292
JFK,BOM,12471,223,372084,3,90116,0.88,0.89,0.5609
LAX,JFK,11428,344,327020,62,62917,0.58,0.71,0.4662
SIN,LAX,11780,306,86478,62,29090,0.98,0.3,0.0528
CDG,CDG,7275,427,126049,36,11050,0.06,0.32,0.194
SYD,BOM,8254,111,172246,73,48357,0.64,0.36,0.1748
SIN,FRA,7027,432,168662,92,99872,0.03,0.37,0.0456
NRT,CDG,571,305,52149,33,49935,0.33,0.62,0.0
LHR,LHR,8570,192,67656,45,45714,0.02,0.55,0.0
LHR,FRA,790,130,241166,57,31546,0.0,0.29,0.3622
CDG,JFK,8252,80,82960,28,46860,0.61,0.26,0.0442
LAX,CDG,8430,214,477837,117,12333,0.35,0.85,0.814
FRA,LAX,3100,71,113361,115,46273,0.38,0.04,0.0192
SIN,SIN,13070,328,18616,32,29073,0.31,0.98,0.0
NRT,LHR,2932,168,479200,18,49942,0.98,0.13,0.8405
CDG,SIN,11871,239,474242,44,91985,0.17,0.62,0.7205
NRT,CDG,10075,78,228455,22,97001,0.31,0.73,0.2409
SIN,SYD,12818,142,106376,102,47710,0.22,0.22,0.0153
LAX,SIN,4023,332,488578,58,6135,0.59,0.01,0.9069
SIN,FRA,12044,414,400379,2,49088,0.68,0.18,0.7006
LHR,CDG,10653,68,28473,34,92924,0.76,0.28,0.0
SIN,DXB,7259,279,259508,36,27798,0.46,0.34,0.4274
JFK,SIN,3198,459,127056,77,6121,0.7,0.64,0.1649
BOM,SYD,1619,291,472137,112,26864,0.8,0.95,0.7785
FRA,LHR,3496,265,192300,42,66419,0.63,0.56,0.2098
DXB,SIN,11726,239,89467,91,50873,0.55,0.01,0.0
JFK,SYD,4590,304,174747,101,66700,0.87,0.96,0.1151
LHR,NRT,3916,489,451335,82,27217,0.63,0.02,0.7662
CDG,BOM,10077,235,380351,54,99865,0.53,0.62,0.507
NRT,SIN,2238,246,263906,15,29957,0.58,0.91,0.4529
SIN,LAX,13060,482,267650,106,53282,0.36,0.58,0.3227
FRA,FRA,10061,266,494532,94,65434,0.55,0.38,0.7642
LHR,SIN,899,388,158749,4,88176,0.42,0.62,0.1371
BOM,BOM,12723,455,175211,36,70472,0.91,0.76,0.1735
SIN,LAX,7456,98,234409,19,76947,0.93,0.42,0.2959
JFK,NRT,6757,397,27159,42,69797,0.47,0.61,0.0
LAX,SYD,8340,343,151183,9,68045,0.71,0.7,0.1573
LHR,JFK,7250,403,56837,10,77115,0.64,0.29,0.0
LAX,SIN,9565,374,84856,97,61400,0.72,0.25,0.0
BOM,LHR,7223,164,436515,97,47544,0.56,0.98,0.6809
NRT,NRT,9510,375,86829,77,69213,0.68,0.54,0.0
FRA,LAX,4258,337,130710,64,37660,0.58,0.24,0.1221
DXB,DXB,7536,256,174835,40,27019,0.71,0.62,0.2556
SYD,LAX,9423,449,236120,36,95199,0.92,0.61,0.2458
DXB,LHR,2670,416,368564,42,71640,0.56,0.94,0.5518
BOM,LAX,7009,154,260617,10,79335,0.78,0.96,0.3526
SYD,FRA,1260,410,288978,14,35525,0.36,0.58,0.4929
FRA,JFK,3803,207,334270,22,43923,0.16,0.09,0.5587
CDG,CDG,9269,130,297027,45,24973,0.89,0.58,0.4991
NRT,LHR,11480,370,240064,103,42351,0.71,0.34,0.2924
JFK,DXB,10678,191,298909,34,41300,0.18,0.65,0.4812
LAX,NRT,754,361,175569,78,74355,0.36,0.43,0.1244
FRA,FRA,3670,78,123376,90,63031,0.37,0.5,0.0307
JFK,LHR,11995,185,196225,76,32494,0.16,0.84,0.2515
SIN,SIN,8915,265,79109,25,36093,0.08,0.78,0.061
CDG,NRT,13816,360,354011,55,79504,0.3,0.42,0.494
BOM,BOM,12490,70,316585,97,47303,0.59,0.07,0.4416
LAX,CDG,12909,437,231824,16,35457,0.47,0.12,0.3767
CDG,LAX,5175,137,20887,112,89389,0.5,0.91,0.0
SIN,LHR,12758,160,135820,86,44932,0.3,0.32,0.0958
DXB,NRT,5656,335,34846,85,90270,0.74,0.84,0.0
DXB,JFK,8189,248,359120,8,30800,0.8,0.89,0.6486
NRT,LAX,13378,365,83153,88,53672,0.85,0.17,0.0
DXB,CDG,10474,188,266246,1,73829,0.59,0.43,0.3838
NRT,JFK,13301,296,325532,83,6895,0.9,0.44,0.5543
DXB,DXB,11528,145,90475,28,26763,0.14,0.61,0.0994
FRA,CDG,4124,154,259681,46,82760,0.62,0.44,0.3078
LAX,CDG,7105,72,15285,2,55095,0.56,0.67,0.0
LAX,LAX,13866,287,424854,85,14534,0.44,0.97,0.7356
JFK,BOM,12258,446,239310,86,39630,0.55,0.33,0.3134
FRA,SIN,1773,290,385504,117,11764,0.07,0.7,0.6305
JFK,FRA,9446,447,115854,74,9398,0.71,0.82,0.1389
BOM,FRA,9904,130,306692,83,77533,0.46,0.12,0.3753
LHR,LHR,7244,193,217742,93,90145,0.83,0.62,0.1622
LHR,CDG,6778,481,486853,61,80670,0.76,0.3,0.7514
SIN,LHR,12235,244,325244,29,66827,0.76,0.38,0.4878
DXB,LHR,914,175,179729,111,72834,0.29,0.15,0.1028
SYD,SYD,12849,489,258503,45,33437,0.65,0.91,0.4051
NRT,SIN,10500,139,296399,63,97254,0.8,0.74,0.3353
JFK,JFK,3541,410,357473,12,47999,0.56,0.38,0.6069
JFK,LAX,10330,497,395929,27,70420,0.14,0.13,0.624
CDG,SYD,13184,190,213180,101,68175,0.75,0.33,0.189
DXB,DXB,6645,339,59769,24,88363,0.84,0.53,0.0
NRT,SYD,9924,313,260167,118,47882,0.12,0.81,0.3066
LAX,SIN,4186,312,122730,5,97531,0.46,0.46,0.0454
CDG,DXB,6108,160,57385,62,27948,0.17,0.14,0.0
SIN,SYD,4521,112,136768,89,25142,0.57,0.68,0.1343
JFK,LAX,10744,169,63627,99,90741,0.95,0.15,0.0
SYD,JFK,3071,177,15152,72,55189,0.02,0.87,0.0
CDG,NRT,5415,261,440980,3,10301,0.2,0.96,0.8584
DXB,DXB,5406,296,120771,67,83761,0.36,0.8,0.007
CDG,LHR,8370,294,274159,3,39369,0.1,0.88,0.4666
CDG,NRT,3547,261,482486,113,68418,0.22,0.32,0.7151
DXB,DXB,8458,244,386675,29,46115,0.71,0.16,0.6521
JFK,SYD,13349,246,226375,62,22755,0.01,0.07,0.3452
CDG,FRA,6599,373,228889,105,89878,0.22,0.45,0.173
NRT,CDG,4274,187,291942,29,44664,0.43,0.88,0.4656
LAX,LAX,8101,332,147940,28,51183,0.42,0.65,0.1655
DXB,DXB,8769,77,314454,104,6988,0.76,0.22,0.5109
NRT,LHR,556,167,350765,32,72246,0.03,0.35,0.525
JFK,NRT,13361,79,175971,103,83812,0.13,0.55,0.0813
LAX,JFK,9104,106,205978,18,40683,0.2,0.39,0.3126
NRT,SYD,7085,52,10017,41,91855,0.41,0.92,0.0
SYD,FRA,1254,59,264418,87,10942,0.62,0.95,0.42
LAX,CDG,1173,475,52286,4,97459,0.16,0.03,0.0
LHR,LHR,13009,268,52430,111,45245,0.56,0.77,0.0
FRA,SIN,8881,71,210853,98,31405,0.74,0.95,0.2609
SIN,JFK,1112,415,446478,40,34037,0.93,0.55,0.7849
DXB,BOM,1655,68,250235,28,19603,0.52,0.06,0.4333
SIN,CDG,8971,459,21509,16,41719,0.21,0.07,0.0
LAX,DXB,8029,322,175511,46,7168,0.11,0.21,0.2907
SYD,SIN,7221,429,445924,32,96076,0.39,0.7,0.6677
BOM,BOM,8289,434,337274,97,25056,0.91,0.19,0.5274
DXB,LHR,6590,227,442625,69,27486,0.44,0.53,0.7613
JFK,LHR,8025,401,343971,115,87029,0.72,0.5,0.3989
SIN,NRT,9329,243,213659,75,11464,0.99,0.41,0.3294
LHR,LAX,2491,224,156303,8,50076,0.87,0.68,0.2045
CDG,CDG,4234,221,419139,77,81101,0.89,0.36,0.5991
BOM,LAX,1987,230,457878,66,96162,0.96,0.77,0.6574
LHR,CDG,9748,220,226413,65,69813,0.73,0.34,0.2482
SYD,DXB,3483,236,361607,18,22932,1.0,0.35,0.6594
NRT,FRA,13213,242,130856,51,14501,0.2,0.32,0.1817
LAX,CDG,11294,280,246191,7,34988,0.38,0.65,0.4154
DXB,SYD,3618,318,346028,63,6082,0.69,0.2,0.6169
JFK,SIN,13354,70,277379,31,72993,0.51,0.65,0.3778
BOM,DXB,6119,172,454049,53,96350,0.57,0.1,0.6624
CDG,DXB,3472,494,120871,40,25735,0.72,0.59,0.1503
DXB,SIN,4974,169,24421,27,95961,0.22,0.53,0.0
LHR,LHR,9895,278,360613,13,60174,0.53,0.9,0.5879
LHR,JFK,3298,52,481706,112,14193,0.2,0.57,0.823
SYD,BOM,13896,361,66895,44,44657,0.77,0.01,0.0005
SIN,JFK,7372,69,467008,26,55717,0.77,0.47,0.7966
SYD,SYD,2051,467,202853,89,53561,0.71,0.12,0.2096
SIN,LHR,5121,90,462880,5,47340,0.5,0.29,0.8261
NRT,FRA,4379,332,81755,49,49623,0.54,0.2,0.0153
LAX,JFK,10313,240,437448,68,86500,0.79,1.0,0.6339
CDG,SYD,4959,186,469766,42,41418,0.78,0.76,0.8147
BOM,LAX,3242,303,308138,4,85713,0.99,0.09,0.4408
LHR,LHR,12044,401,41505,116,75765,0.67,0.76,0.0
LHR,BOM,3042,199,455077,83,81451,0.91,0.44,0.6643
NRT,LHR,4145,478,67111,50,26608,0.34,0.82,0.031
LAX,NRT,8334,203,488300,92,38324,0.93,0.19,0.808
FRA,DXB,6330,169,37404,67,61156,0.91,0.79,0.0
SYD,FRA,6979,411,258119,117,18062,0.93,0.18,0.3631
FRA,LAX,4190,389,494984,99,67214,0.64,0.74,0.7565
LHR,FRA,4325,108,196021,85,75909,0.27,0.77,0.1552
BOM,DXB,5893,460,240738,102,72058,0.37,0.39,0.2354
FRA,LAX,3951,170,16406,105,17795,0.2,0.27,0.0
CDG,SIN,10295,262,394584,48,41790,0.91,0.53,0.6576
NRT,CDG,12334,485,484155,41,67884,0.26,0.41,0.7915
SYD,SYD,2181,474,88639,74,58424,0.08,0.76,0.0
FRA,SYD,3076,50,228733,26,54368,0.11,0.93,0.3227
LHR,BOM,10327,161,328057,81,76283,0.4,0.37,0.4225
LHR,LAX,12267,162,486266,51,78057,0.86,0.08,0.7654
LHR,NRT,8815,451,251735,53,86060,0.86,0.62,0.2784
NRT,LHR,12467,323,439192,114,41337,0.48,0.94,0.6817
LAX,CDG,2360,466,287884,80,17242,0.92,0.06,0.4613
BOM,FRA,4050,230,156185,89,97703,0.45,0.37,0.028
SIN,CDG,7276,360,20586,94,78432,0.72,0.39,0.0
DXB,DXB,2248,332,420553,42,84385,0.69,0.05,0.6303
NRT,LHR,9654,130,98112,10,22711,0.64,0.63,0.1408
NRT,SIN,2826,229,111535,32,42298,0.24,0.25,0.1065
FRA,JFK,7858,404,10732,31,69300,0.95,0.67,0.0
CDG,DXB,5620,419,34718,35,21099,0.77,0.37,0.0
FRA,SYD,11479,497,209228,7,72938,0.16,0.41,0.2656
LHR,BOM,9760,84,192468,111,33700,0.23,0.83,0.2065
LHR,DXB,5683,317,490840,78,77285,0.59,0.4,0.7491
JFK,CDG,1144,366,26363,25,86076,0.96,0.82,0.0
CDG,JFK,2634,455,360861,22,55452,0.03,0.79,0.5888
FRA,SYD,5700,178,319681,42,85052,0.65,0.19,0.4273
JFK,LAX,13481,354,281378,90,34142,0.88,0.95,0.4045
SIN,FRA,8183,279,335060,74,48699,0.29,0.26,0.4987
LAX,JFK,7379,310,271675,69,51124,0.13,0.55,0.3721
BOM,LHR,12074,194,485630,1,72082,0.92,0.04,0.8261
LAX,LHR,1732,178,367566,18,35249,0.78,0.75,0.6466
BOM,SIN,2106,212,466465,57,62922,0.95,0.44,0.7501
DXB,JFK,8101,257,54735,81,82029,0.5,0.3,0.0
FRA,SYD,2991,357,57923,63,98979,0.17,0.63,0.0
FRA,BOM,5322,380,126832,68,99562,0.47,0.85,0.0
BOM,SYD,2330,95,414984,52,96342,0.2,0.06,0.5853
CDG,FRA,9986,212,390555,88,21200,0.87,0.33,0.6507
SYD,CDG,5995,467,137545,46,97526,0.97,0.34,0.034
SYD,BOM,13363,368,441121,16,41274,0.66,0.92,0.7837
LAX,DXB,4741,336,487545,69,36710,0.0,0.61,0.8327
LHR,NRT,5361,57,242079,82,66187,0.76,0.8,0.2698
BOM,NRT,7686,296,398215,106,69757,0.39,0.65,0.5509
FRA,SYD,2908,289,40136,4,58355,0.62,0.75,0.0
LAX,CDG,10789,236,448348,103,54050,0.03,0.8,0.6856
SYD,LHR,3743,61,219011,103,29206,0.75,0.62,0.2766
BOM,SIN,2772,247,273472,79,30579,0.66,0.34,0.4068
LHR,NRT,1628,447,125962,27,65213,0.71,0.5,0.0945
CDG,CDG,8903,462,274153,103,11978,0.75,0.78,0.4214
CDG,SYD,10239,491,172089,35,84430,0.33,0.17,0.1403
SIN,SYD,7347,485,183895,101,9119,0.67,0.41,0.2486
SIN,LAX,11888,191,76577,65,6450,0.16,0.05,0.0753
BOM,FRA,10248,455,224481,2,27607,0.45,0.53,0.3917
NRT,SYD,7599,253,39364,60,53925,0.08,0.48,0.0
DXB,FRA,13430,252,12591,106,23372,0.65,0.79,0.0
DXB,SYD,8847,87,468933,66,52829,0.92,0.67,0.7662
LAX,JFK,2780,239,373517,109,51159,0.82,0.46,0.5357
LAX,LHR,7118,298,110312,82,43130,0.13,0.53,0.0524
SIN,NRT,6904,474,372610,102,64876,0.47,0.13,0.5135
SIN,CDG,1147,136,284795,2,90939,0.04,0.81,0.3857
BOM,SYD,2033,116,494797,60,47710,0.02,0.06,0.8342
JFK,LAX,11293,384,342754,76,70724,0.09,0.31,0.4681
CDG,NRT,5562,163,128107,49,67034,0.86,0.89,0.0731
BOM,SIN,4167,179,135194,91,12050,0.72,0.88,0.1553
NRT,CDG,5375,312,31804,111,36406,0.91,0.25,0.0
NRT,SYD,7104,65,226527,3,86127,0.91,0.97,0.2778
FRA,DXB,2352,342,31612,14,67371,0.54,0.96,0.0
JFK,FRA,8890,345,359057,10,38651,0.38,0.95,0.6308
FRA,SIN,11011,284,338607,100,69347,0.47,0.02,0.4385
LAX,LAX,12730,77,380712,71,83551,0.22,0.45,0.5233
JFK,DXB,10657,239,17539,32,50091,0.97,0.3,0.0
SYD,SYD,13402,51,273000,41,98450,0.89,0.03,0.3081
JFK,BOM,1047,91,446281,1,42650,0.33,0.32,0.8063
SIN,JFK,7591,421,253147,100,23287,0.49,0.85,0.3597
SIN,NRT,7803,128,21829,2,63074,0.44,0.31,0.0
SIN,NRT,1458,168,72453,43,63162,0.68,0.44,0.0
LHR,LAX,8971,348,305511,98,40480,0.59,0.66,0.4321
SIN,SYD,2210,222,368087,18,45307,0.47,0.01,0.6276
LHR,SIN,519,278,426052,28,76442,0.49,0.43,0.6712
SIN,LAX,1948,362,400597,24,81404,0.27,0.95,0.6144
NRT,SYD,9888,498,409431,34,23195,0.39,0.12,0.7385
SIN,CDG,6314,261,272606,21,88135,0.97,0.83,0.3479
JFK,SIN,3773,238,469625,76,37132,0.84,0.62,0.789
CDG,SIN,8790,61,77035,17,11165,0.98,0.99,0.1147
FRA,NRT,4239,435,84579,75,73794,0.39,0.07,0.0
SIN,DXB,2083,303,341324,98,95905,0.27,0.91,0.3928
BOM,SIN,10550,216,328105,14,92919,0.87,0.69,0.4564
BOM,DXB,11070,242,44310,98,71388,0.63,0.32,0.0
BOM,JFK,5822,455,318662,13,23153,0.48,0.54,0.578
FRA,JFK,7707,244,194318,42,9782,0.77,0.46,0.3271
BOM,DXB,7277,275,107793,50,69177,0.74,0.79,0.0272
NRT,JFK,7485,382,186340,37,65404,0.71,0.31,0.2049
CDG,DXB,827,429,417568,67,86554,0.03,0.22,0.595
SIN,SYD,9070,328,79258,105,60360,0.06,0.97,0.0
BOM,DXB,11027,141,402521,39,38060,0.47,0.29,0.6899
JFK,NRT,2130,172,13564,4,77284,0.85,0.89,0.0
LHR,JFK,1756,303,186439,17,43772,0.74,0.72,0.2683
FRA,FRA,8887,240,414139,93,59915,0.97,0.22,0.6154
LAX,LHR,1876,260,471625,71,78828,0.86,0.05,0.7146
CDG,CDG,9738,304,109483,1,17420,0.8,0.61,0.1831
SYD,JFK,4497,281,218315,78,90370,0.83,0.95,0.1779
DXB,DXB,13064,314,35531,54,66380,0.62,0.67,0.0
SIN,FRA,11814,65,420437,68,92408,0.96,0.01,0.5881
DXB,LHR,12812,278,473783,9,33256,0.39,0.13,0.8721
NRT,SIN,12075,339,116623,107,53614,0.18,0.46,0.019
LAX,DXB,7250,137,442280,55,73478,0.58,0.83,0.6826
NRT,LAX,3801,374,496185,100,24725,0.93,0.62,0.8429
FRA,LAX,7879,54,253338,21,20776,0.45,0.96,0.4441
BOM,BOM,3963,124,24030,74,61861,0.21,0.86,0.0
SIN,BOM,6852,420,153292,103,23745,0.57,0.43,0.1561
LAX,BOM,13789,243,272542,71,84644,0.8,0.06,0.3048
SIN,SIN,721,274,73354,81,52942,0.8,0.43,0.0
CDG,LAX,6287,226,366350,42,49416,0.79,0.36,0.5919
LAX,SYD,9125,365,464621,69,14315,0.57,0.17,0.8316
SIN,FRA,11680,400,224439,87,71601,0.33,0.96,0.2187
LAX,LHR,2322,108,133565,82,53629,0.81,0.4,0.0779
JFK,LAX,5578,367,427544,90,59608,0.75,0.96,0.6459
BOM,NRT,6122,180,220891,83,88197,0.65,0.24,0.1824
LHR,JFK,8084,135,150136,9,30820,0.87,0.78,0.2296
CDG,SYD,6352,315,344094,24,40793,0.46,0.29,0.5826
NRT,SIN,1144,465,135759,71,28144,0.15,0.88,0.1442
FRA,DXB,3283,348,251847,88,15368,0.59,0.23,0.385
FRA,SYD,1280,469,228149,30,23111,0.4,0.37,0.3801
NRT,FRA,6531,478,238670,90,45903,0.23,0.23,0.2955
JFK,SYD,9757,295,392191,20,30912,0.6,0.65,0.7026
NRT,LHR,13319,342,198650,119,6546,0.46,0.31,0.2652
SIN,CDG,12296,162,432161,102,32419,0.17,0.54,0.6975
DXB,FRA,1505,283,33531,19,60688,0.67,0.05,0.0
CDG,FRA,1329,464,392321,41,73085,0.18,0.18,0.5975
LHR,SIN,1180,211,386865,91,50920,0.96,0.67,0.5809
DXB,CDG,12145,209,263168,89,45823,0.23,0.5,0.3457
JFK,CDG,3835,51,104938,70,36370,0.66,0.44,0.0671
FRA,LAX,4685,429,105429,112,99280,0.68,0.49,0.0
DXB,FRA,1828,230,163607,63,79854,0.35,0.16,0.1045
SIN,SIN,5356,168,292098,108,91362,0.58,0.47,0.2935
LAX,FRA,2192,73,459731,102,25872,0.26,0.02,0.7657
BOM,NRT,6259,101,472316,61,75716,0.46,0.91,0.7322
NRT,FRA,5664,85,498756,90,75874,0.07,0.61,0.7558
CDG,BOM,9779,358,466557,42,42320,0.26,0.82,0.8065
DXB,SYD,7883,270,396583,89,7987,0.36,0.49,0.6882
LHR,JFK,9094,246,337849,111,63541,0.05,0.76,0.4376
SYD,NRT,3200,156,463675,89,95020,0.2,0.75,0.6483
CDG,NRT,8622,79,123872,48,5208,0.59,0.27,0.1893
NRT,LAX,10995,220,339839,23,51158,0.38,0.98,0.5544
CDG,DXB,3228,447,421682,4,94076,0.54,0.96,0.6512
FRA,FRA,5682,274,143055,24,72346,0.57,0.32,0.1174
FRA,BOM,12633,93,329370,38,92465,0.37,0.82,0.4358
FRA,SYD,12158,495,97789,81,20975,0.81,0.28,0.0726
CDG,SIN,10761,276,134368,23,74305,0.24,0.06,0.0971
JFK,LHR,11177,229,363133,89,51682,0.58,0.42,0.5339
JFK,JFK,13552,246,281325,28,45330,0.08,0.96,0.444
BOM,LHR,11198,184,211248,7,36324,0.22,0.92,0.3428
FRA,BOM,13892,249,11368,36,8260,0.06,0.98,0.0
NRT,SIN,2115,117,159380,21,22290,0.21,0.16,0.2532
CDG,SIN,7151,131,79503,31,44017,0.46,0.19,0.04
FRA,FRA,9429,92,442184,41,28594,0.55,0.27,0.7862
NRT,CDG,10552,386,208643,52,48214,0.22,0.17,0.2689
LAX,DXB,5270,135,388285,4,48284,0.96,0.13,0.676
BOM,SIN,4839,402,420502,44,28174,0.82,0.71,0.7407
JFK,LHR,6031,297,390936,43,61117,0.72,0.38,0.6166
LHR,NRT,13583,112,62743,82,10491,0.79,0.31,0.0225
LAX,SYD,1755,199,318859,49,6999,0.88,0.25,0.5747
SYD,BOM,1643,175,153349,81,43401,0.34,0.07,0.1389
DXB,CDG,2888,490,112997,31,19609,0.42,0.37,0.1558
SYD,JFK,2494,147,183536,55,51071,0.78,0.07,0.2099
SYD,FRA,10931,281,203047,6,48264,0.7,0.27,0.3036
SIN,DXB,12927,107,298724,99,21875,0.28,0.3,0.4547
LHR,NRT,13443,90,374816,74,20762,0.56,0.68,0.6341
SIN,CDG,5555,193,144801,11,86563,0.12,0.73,0.1055
JFK,SIN,3476,473,418870,83,35971,0.24,0.49,0.6828
SYD,LAX,12656,355,136911,112,79565,0.49,0.97,0.0027
FRA,JFK,10933,138,119197,35,8397,0.41,0.21,0.1866
SIN,CDG,3336,98,356173,16,26585,0.7,0.26,0.6432
LHR,LHR,5122,388,96760,72,56578,0.49,0.76,0.0084
CDG,SYD,5720,363,44760,103,68721,0.24,0.69,0.0
SIN,FRA,13877,282,135897,7,35320,0.58,0.73,0.1942
LHR,CDG,2219,475,326856,59,15687,0.12,0.94,0.5633
CDG,LAX,10614,121,234923,100,72862,0.99,0.76,0.2241
BOM,JFK,4421,370,449703,111,87495,0.8,0.93,0.6134
LHR,DXB,2449,231,448178,100,10682,0.15,0.48,0.775
CDG,LHR,12139,215,471614,21,81071,0.73,0.99,0.7601
NRT,LAX,6615,254,356568,28,96485,0.56,0.56,0.4922
JFK,SYD,1088,447,303726,37,82928,0.73,0.57,0.4046
SYD,BOM,834,367,338748,83,93442,0.34,0.65,0.4076
JFK,NRT,9418,381,390719,42,5791,0.26,0.98,0.7279
LAX,SIN,3024,376,210921,44,39202,0.41,0.3,0.2994
BOM,CDG,12759,160,280539,96,80422,0.8,0.76,0.3042
LAX,SYD,2286,208,180294,12,54865,0.95,0.89,0.2389
LHR,BOM,3546,101,176009,75,86985,0.97,0.44,0.103
LHR,FRA,3351,394,379612,58,76645,0.76,0.3,0.5479
NRT,NRT,7318,276,308872,80,47160,0.91,0.98,0.4434
CDG,FRA,13986,55,316395,5,75876,0.11,0.91,0.476
FRA,CDG,9378,172,332008,92,77145,0.54,0.58,0.4177
BOM,SYD,2602,130,217080,19,49176,0.12,0.25,0.3168
SIN,FRA,12808,480,354817,108,14298,0.74,0.65,0.573
LHR,NRT,2485,489,328078,21,41503,0.38,0.77,0.5522
NRT,FRA,12808,172,85608,100,93726,0.97,0.42,0.0
FRA,LAX,13334,423,221847,66,15061,0.92,0.85,0.3476
DXB,LAX,5378,98,326090,89,18458,0.08,0.61,0.5263
LHR,SIN,4395,137,331401,4,70922,0.07,0.48,0.517
LAX,NRT,3816,397,139568,15,38804,0.63,0.44,0.1865
BOM,DXB,11040,67,66734,38,97283,0.69,0.2,0.0
NRT,FRA,10173,257,396126,25,72460,0.52,0.9,0.6223
CDG,DXB,13231,244,123632,84,13839,0.24,1.0,0.1356
SYD,DXB,12945,379,286532,96,65625,0.25,0.21,0.3458
DXB,SYD,13832,415,163838,42,85614,0.08,0.35,0.1144
BOM,BOM,2548,476,86466,102,5474,0.99,0.45,0.06
FRA,LAX,13122,58,351532,66,39008,0.49,0.5,0.559
DXB,FRA,7608,498,442005,48,38119,0.67,0.71,0.7598
BOM,DXB,6732,459,382551,11,50387,0.79,0.21,0.6533
DXB,LAX,4557,135,253508,114,69773,0.45,0.11,0.2535
NRT,BOM,6688,104,459798,15,18827,0.99,0.64,0.8669
JFK,DXB,7682,231,32765,76,47250,0.54,0.71,0.0
LHR,JFK,2539,120,388600,117,77355,0.39,0.46,0.5055
LHR,JFK,9237,379,421864,78,83251,0.16,0.95,0.5992
LHR,NRT,8933,127,365824,1,91476,0.37,0.17,0.5477
LHR,NRT,3943,497,78338,48,25407,0.43,0.6,0.0579
LAX,JFK,1177,143,21379,91,45189,0.82,0.71,0.0
NRT,BOM,10306,341,173604,20,60018,0.66,0.75,0.2072
SIN,BOM,2414,338,192534,106,29683,0.79,0.21,0.2197
CDG,DXB,11666,449,322849,51,58557,0.41,0.28,0.4776
