weather_score,aircraft_age_years,crew_availability,atc_restrictions,season,route_distance_km,airline,prev_cancellations,is_international,cancelled
0.51,22,0.67,0,summer,7285,EuroWings,4,1,0
0.01,24,0.88,1,winter,4560,PacificAir,0,1,1
0.24,21,0.84,0,autumn,9459,AsiaJet,6,0,0
0.67,2,0.6,0,spring,13824,SkyMind,1,0,0
0.93,5,0.91,1,spring,5224,AeroGulf,4,1,0
0.89,14,0.89,1,winter,4850,AeroGulf,0,0,0
0.82,13,0.9,0,summer,1474,EuroWings,4,1,0
0.95,10,0.74,0,autumn,10464,AsiaJet,5,1,0
0.28,12,0.66,1,spring,1004,AeroGulf,8,1,0
0.01,6,0.92,1,spring,7356,PacificAir,9,1,0
0.35,15,0.79,1,autumn,9053,EuroWings,2,0,1
0.58,1,0.97,1,spring,10977,AeroGulf,2,0,0
0.32,3,0.63,1,winter,6829,SkyMind,0,1,1
0.04,7,0.99,0,summer,7037,AsiaJet,5,0,0
0.51,24,0.69,0,summer,5494,EuroWings,3,1,0
0.2,4,0.69,1,winter,1412,PacificAir,1,1,1
0.73,6,0.62,1,autumn,637,AsiaJet,3,0,1
0.09,15,0.98,1,spring,9676,AeroGulf,8,1,0
0.96,11,0.52,1,winter,11038,SkyMind,2,1,1
0.88,23,0.74,1,summer,6694,PacificAir,7,1,1
0.87,14,0.68,0,winter,12276,AsiaJet,4,0,1
0.79,18,0.58,0,winter,3079,AeroGulf,4,1,0
0.63,22,0.86,1,spring,5962,EuroWings,6,1,1
0.05,16,0.95,0,summer,9906,AeroGulf,4,0,0
0.66,24,0.62,0,summer,2406,EuroWings,6,1,1
0.75,17,0.75,1,summer,9411,EuroWings,1,1,1
0.13,17,0.79,0,spring,13597,AeroGulf,0,1,0
0.62,17,0.7,0,summer,12374,SkyMind,9,0,0
0.48,20,0.96,1,autumn,9516,EuroWings,6,1,1
0.47,2,0.73,1,autumn,8737,EuroWings,4,0,1
0.2,23,0.99,1,spring,11137,AeroGulf,6,0,1
0.74,4,0.65,0,summer,2034,EuroWings,0,0,1
0.93,23,0.54,1,autumn,12266,PacificAir,6,1,1
0.79,11,0.79,1,autumn,10921,AsiaJet,0,0,0
0.37,18,0.91,1,summer,1655,AeroGulf,2,0,1
0.98,13,0.69,0,spring,4951,PacificAir,2,1,1
0.36,19,0.59,1,winter,946,EuroWings,2,0,1
0.23,12,0.87,0,spring,10583,EuroWings,4,1,0
0.97,17,0.64,0,winter,6920,EuroWings,1,0,1
0.79,9,0.88,1,spring,11636,AsiaJet,0,1,1
0.76,11,0.63,0,winter,1071,SkyMind,5,1,1
0.08,6,0.78,0,spring,3594,AeroGulf,9,0,0
0.19,13,0.94,1,summer,7171,PacificAir,9,1,0
0.02,11,0.6,0,winter,13313,SkyMind,3,1,0
0.78,15,0.91,0,spring,7785,AeroGulf,0,0,1
0.28,23,0.63,0,summer,8768,EuroWings,8,0,0
0.13,11,0.83,0,summer,885,EuroWings,6,0,1
0.18,4,0.62,0,summer,9280,PacificAir,5,1,0
0.64,20,0.56,0,spring,4161,SkyMind,3,0,0
0.43,10,0.83,1,spring,9158,EuroWings,6,0,1
0.94,10,0.8,0,winter,3641,AsiaJet,6,0,1
0.37,8,0.7,0,winter,9708,AeroGulf,7,1,0
0.83,1,0.52,1,summer,5697,PacificAir,8,1,1
0.55,23,0.74,1,winter,12749,AsiaJet,9,1,0
0.71,4,0.57,1,summer,4491,PacificAir,0,1,0
0.17,4,0.68,0,summer,4233,AeroGulf,2,1,0
0.75,8,0.79,1,summer,13533,SkyMind,5,0,1
0.09,22,0.97,1,summer,8520,AsiaJet,4,0,1
0.69,21,0.76,1,autumn,3427,EuroWings,9,1,0
0.47,16,0.6,1,summer,13538,PacificAir,8,0,1
0.23,14,0.97,0,summer,6033,SkyMind,9,0,0
0.48,2,0.51,0,autumn,9207,AeroGulf,1,0,0
0.86,23,0.82,1,autumn,9947,EuroWings,3,0,1
0.15,2,0.63,1,winter,1945,PacificAir,4,1,0
0.17,5,0.88,1,winter,13502,SkyMind,5,1,0
0.53,3,0.67,0,summer,5083,AeroGulf,9,1,1
0.63,9,0.71,1,summer,11715,SkyMind,2,1,1
0.42,22,0.89,0,spring,6583,AeroGulf,1,0,0
0.27,6,0.95,0,autumn,9789,EuroWings,7,0,0
0.07,14,0.59,0,summer,11861,AsiaJet,8,0,0
0.05,19,0.65,1,autumn,13290,PacificAir,1,0,0
0.04,9,0.5,0,summer,12979,AsiaJet,2,0,0
0.9,7,0.93,1,winter,9413,EuroWings,5,0,1
0.13,21,0.97,1,spring,5024,AsiaJet,4,1,0
0.3,14,0.64,0,autumn,9068,PacificAir,7,1,0
0.99,7,0.69,1,spring,12358,EuroWings,4,1,1
0.93,10,0.71,0,summer,9990,PacificAir,8,0,0
0.04,2,0.7,1,autumn,12028,AsiaJet,0,0,0
0.55,6,0.7,0,winter,5587,SkyMind,5,1,1
0.63,5,0.74,0,spring,5579,SkyMind,6,1,1
0.05,6,0.58,0,summer,6487,PacificAir,1,1,0
0.73,15,0.53,1,winter,9933,SkyMind,5,0,0
0.99,12,0.86,1,spring,11447,PacificAir,0,1,1
0.43,24,0.92,0,winter,3375,AsiaJet,2,1,0
0.45,12,0.91,0,winter,5297,AeroGulf,1,0,0
0.66,3,0.81,1,spring,1745,EuroWings,6,1,1
0.74,24,0.98,1,winter,4756,AsiaJet,8,0,0
0.79,9,0.5,1,summer,752,AeroGulf,2,0,1
0.08,21,0.66,1,summer,10196,AsiaJet,2,0,0
0.8,16,0.66,1,winter,4882,AeroGulf,8,1,0
0.86,21,0.67,1,autumn,8497,PacificAir,8,0,1
0.05,7,0.9,1,spring,12991,EuroWings,7,0,1
0.04,13,0.68,1,autumn,11966,PacificAir,2,0,1
0.55,20,0.76,1,summer,3420,EuroWings,9,1,1
0.5,19,0.81,0,summer,3488,AeroGulf,5,1,0
0.98,15,0.92,1,spring,7012,SkyMind,3,1,0
0.29,19,0.81,1,summer,677,SkyMind,5,1,0
0.59,9,0.69,0,spring,11466,SkyMind,7,0,0
0.51,17,0.85,0,autumn,11477,SkyMind,4,0,1
0.54,9,0.76,1,spring,4375,AsiaJet,3,0,0
0.66,24,0.76,1,summer,6269,AsiaJet,9,0,0
0.54,1,0.67,0,autumn,1123,SkyMind,1,1,0
0.01,24,0.5,0,autumn,6886,PacificAir,0,0,0
0.84,20,0.68,0,spring,2057,AeroGulf,0,0,1
0.2,22,0.65,1,autumn,4554,SkyMind,8,1,0
0.23,8,0.55,0,winter,10031,PacificAir,8,0,0
0.65,17,0.6,1,spring,13717,PacificAir,9,1,1
0.48,4,0.99,1,autumn,7868,PacificAir,1,1,0
0.57,2,0.64,0,summer,7285,AsiaJet,0,1,0
0.5,1,0.76,1,winter,9287,EuroWings,5,0,1
0.42,20,0.77,0,winter,883,AsiaJet,4,0,1
0.48,19,0.78,1,winter,8616,SkyMind,1,0,1
0.14,14,0.52,0,summer,11451,SkyMind,4,1,0
0.97,1,0.89,0,winter,8560,SkyMind,1,1,1
0.57,22,0.87,1,winter,3087,AeroGulf,1,1,0
0.29,14,0.99,1,winter,11056,AeroGulf,6,1,0
0.71,4,0.59,1,summer,2887,EuroWings,7,0,0
0.88,20,0.78,1,autumn,4580,AsiaJet,8,0,1
0.3,3,0.9,1,summer,723,PacificAir,4,1,1
0.32,18,0.56,0,summer,4784,AsiaJet,4,1,1
0.44,20,0.89,1,summer,9198,SkyMind,7,1,0
0.22,23,0.63,1,autumn,3296,EuroWings,0,1,0
0.81,7,0.64,1,autumn,2671,AeroGulf,4,0,1
0.58,1,0.97,0,summer,2576,EuroWings,8,0,1
0.06,16,0.66,0,summer,12067,PacificAir,3,0,0
1.0,13,0.79,1,summer,13096,EuroWings,3,1,1
0.57,3,0.72,1,autumn,11534,EuroWings,8,0,0
0.89,12,0.54,1,summer,8962,EuroWings,6,1,1
0.5,4,0.98,0,spring,1875,SkyMind,1,0,0
0.58,19,0.61,1,winter,8693,PacificAir,1,1,1
0.45,14,0.63,0,summer,13983,AeroGulf,7,0,0
0.42,22,0.69,0,spring,3231,AsiaJet,3,0,1
0.22,7,0.75,1,autumn,5886,AeroGulf,9,0,0
0.96,4,0.57,1,autumn,6055,EuroWings,4,1,0
0.18,12,0.81,0,spring,6967,EuroWings,0,1,0
0.53,7,0.76,0,autumn,5264,AsiaJet,3,1,0
0.09,14,0.65,1,spring,13603,PacificAir,5,1,0
0.99,15,0.85,0,winter,5602,EuroWings,6,1,1
0.56,6,0.76,0,spring,9346,SkyMind,5,0,0
0.81,17,0.92,0,summer,2686,SkyMind,1,0,0
0.56,17,0.93,0,summer,3869,AeroGulf,6,0,1
0.8,12,0.99,1,winter,7000,SkyMind,3,1,1
0.53,4,0.53,1,autumn,7536,AeroGulf,6,1,1
0.44,7,0.7,0,summer,3133,EuroWings,9,1,0
0.46,4,0.75,0,autumn,1534,SkyMind,1,0,0
0.0,7,0.62,1,winter,3825,SkyMind,2,1,0
0.37,6,0.96,0,autumn,2527,AsiaJet,4,0,0
0.95,4,0.54,0,winter,4221,AeroGulf,3,1,0
0.68,10,0.71,1,autumn,3274,AsiaJet,4,0,0
0.92,24,0.59,1,autumn,6654,PacificAir,9,0,1
0.2,1,0.84,1,spring,1976,AsiaJet,9,0,1
0.49,23,0.85,0,spring,9281,SkyMind,3,0,0
0.03,1,0.94,1,summer,6365,SkyMind,2,0,0
0.68,22,0.7,0,winter,6441,PacificAir,4,1,0
0.78,7,0.89,0,winter,13555,AeroGulf,2,0,1
0.75,22,0.77,1,winter,9380,AeroGulf,6,1,1
0.09,4,0.91,1,autumn,4488,AeroGulf,4,0,1
0.25,24,0.54,0,spring,2002,PacificAir,4,1,0
0.66,24,0.73,1,spring,7808,EuroWings,8,1,0
0.76,16,0.58,1,winter,4619,EuroWings,4,0,0
0.27,18,0.9,1,spring,5190,PacificAir,4,0,0
0.41,14,0.58,0,autumn,10277,AsiaJet,0,1,0
0.35,13,0.5,0,spring,3511,PacificAir,2,0,1
0.0,15,0.96,1,summer,13754,EuroWings,0,1,0
0.58,1,0.74,1,winter,12655,EuroWings,5,0,0
0.67,24,0.99,1,winter,6661,AsiaJet,1,0,1
0.28,23,0.73,0,autumn,13234,SkyMind,4,1,0
0.69,10,0.8,1,summer,2089,SkyMind,8,0,1
0.24,18,0.87,0,spring,12640,SkyMind,5,0,0
0.72,5,0.64,1,autumn,2778,AeroGulf,6,1,1
0.46,21,0.57,0,spring,8268,EuroWings,8,0,0
0.87,7,0.83,0,spring,6063,PacificAir,5,0,1
0.54,2,0.76,1,spring,9151,AsiaJet,6,0,0
0.18,9,0.91,1,winter,1322,EuroWings,2,1,0
0.82,5,0.52,0,winter,8324,SkyMind,3,1,1
0.78,18,0.77,1,summer,12027,AsiaJet,2,0,1
0.08,12,0.59,1,autumn,10486,PacificAir,5,0,0
0.05,23,0.81,1,winter,7520,EuroWings,4,1,0
0.14,4,0.88,1,autumn,6643,PacificAir,0,0,1
0.85,16,0.63,1,autumn,13722,EuroWings,9,1,1
0.32,11,0.74,1,autumn,5849,EuroWings,9,1,1
0.5,19,0.71,1,summer,4335,SkyMind,6,1,1
0.6,23,0.88,1,autumn,9106,AsiaJet,1,0,1
0.74,23,0.8,0,summer,9522,SkyMind,4,1,0
0.83,1,0.56,0,autumn,1253,EuroWings,8,0,1
0.52,23,0.99,1,winter,6051,SkyMind,3,0,0
0.42,13,0.96,1,summer,3667,EuroWings,5,0,1
0.2,5,0.79,0,winter,8637,SkyMind,3,1,0
0.61,23,0.89,0,winter,6573,EuroWings,6,0,0
0.55,8,0.51,0,spring,13898,AeroGulf,8,1,0
0.29,10,0.6,0,spring,1014,AeroGulf,5,0,0
0.45,15,0.88,0,winter,12480,PacificAir,9,1,1
0.74,15,0.55,1,summer,9621,EuroWings,9,1,0
0.63,23,0.52,1,summer,10664,SkyMind,2,0,0
0.48,13,0.81,1,summer,5642,EuroWings,7,0,1
0.27,2,0.52,1,summer,9636,SkyMind,8,0,0
0.67,4,0.59,1,winter,7119,PacificAir,0,1,1
0.63,22,0.54,0,autumn,12772,EuroWings,7,1,1
0.46,13,0.77,1,autumn,12434,PacificAir,5,0,0
0.24,9,0.84,0,winter,13261,SkyMind,0,0,0
0.17,5,0.59,0,spring,9787,AsiaJet,8,1,0
0.34,12,0.73,1,spring,1288,SkyMind,0,1,0
0.91,2,0.51,1,autumn,13995,PacificAir,7,1,1
0.75,20,0.63,0,summer,13182,EuroWings,0,0,0
0.89,8,0.59,0,summer,10358,EuroWings,7,1,1
0.84,20,0.58,0,summer,13623,PacificAir,1,1,0
0.46,16,0.61,1,winter,11434,EuroWings,1,0,0
0.53,24,0.9,1,autumn,7632,AeroGulf,9,0,1
0.17,20,0.97,0,winter,1980,AsiaJet,7,0,0
0.72,8,0.85,0,autumn,13110,PacificAir,3,0,0
0.42,19,0.54,1,winter,11223,AsiaJet,6,0,1
0.16,20,0.81,0,spring,7165,PacificAir,9,0,0
0.1,10,0.87,0,winter,4068,AsiaJet,9,0,0
0.7,5,0.56,0,spring,8714,SkyMind,9,0,1
0.48,3,0.65,0,winter,4613,PacificAir,4,0,0
0.01,19,0.71,0,spring,7601,EuroWings,1,0,0
0.82,20,0.66,1,winter,9643,AsiaJet,1,1,0
0.62,2,0.76,0,autumn,7800,SkyMind,7,0,0
0.04,7,0.57,1,autumn,9955,SkyMind,2,1,0
0.3,23,0.72,1,autumn,6989,SkyMind,9,0,0
0.72,9,0.87,0,summer,7364,EuroWings,7,1,1
0.06,8,0.73,1,winter,11589,SkyMind,2,1,0
0.74,19,0.61,0,spring,6327,AsiaJet,4,0,1
0.5,5,0.9,0,spring,9286,EuroWings,2,0,1
0.78,8,0.7,0,spring,12867,PacificAir,0,0,0
0.86,15,0.71,1,summer,992,EuroWings,8,0,1
0.77,24,0.68,1,autumn,3528,PacificAir,4,1,1
0.08,2,0.64,1,spring,13335,PacificAir,2,1,0
0.46,12,0.8,1,winter,7285,PacificAir,3,0,1
0.32,17,0.59,1,winter,13072,PacificAir,5,1,0
0.51,16,0.88,1,spring,9790,EuroWings,7,0,1
0.97,5,0.74,1,summer,5260,AeroGulf,1,0,1
0.12,1,0.94,0,spring,3082,AeroGulf,1,1,0
0.87,13,0.97,1,summer,5087,SkyMind,2,1,0
0.99,7,0.69,1,winter,1203,AsiaJet,5,1,1
0.99,8,0.58,0,spring,4543,AsiaJet,8,0,0
0.8,22,0.75,0,summer,9790,AsiaJet,8,0,0
0.47,19,0.64,0,autumn,6263,SkyMind,9,1,0
0.18,14,0.71,0,summer,4413,AsiaJet,8,1,0
0.61,10,0.69,1,autumn,7056,EuroWings,8,1,0
0.61,17,0.73,1,spring,648,AeroGulf,5,1,0
0.32,18,0.75,0,autumn,8277,PacificAir,9,1,0
0.62,2,0.81,1,spring,12117,AsiaJet,2,1,0
0.12,10,0.5,1,spring,3963,SkyMind,4,1,0
0.63,18,0.63,1,autumn,13776,SkyMind,5,0,1
0.9,10,0.59,1,spring,2759,EuroWings,8,0,0
0.47,21,0.86,0,spring,6682,PacificAir,8,1,0
0.76,2,0.92,1,autumn,1604,PacificAir,2,0,1
0.64,9,0.86,1,spring,2970,SkyMind,6,0,1
0.0,16,0.99,0,autumn,4573,AsiaJet,8,0,0
0.12,6,0.54,0,autumn,8655,EuroWings,2,1,0
0.77,7,0.73,0,spring,13625,EuroWings,9,0,0
0.04,3,0.95,0,summer,3410,PacificAir,4,1,0
0.96,7,0.66,1,winter,2746,EuroWings,0,1,0
0.89,20,0.9,1,winter,6547,AeroGulf,8,1,1
0.36,8,0.78,0,winter,10642,PacificAir,9,1,0
0.31,5,0.99,0,autumn,3956,SkyMind,0,0,0
0.61,3,0.69,0,spring,7977,EuroWings,3,0,0
0.61,14,0.71,0,spring,11649,PacificAir,3,0,0
0.09,6,0.58,0,summer,5738,AsiaJet,7,1,0
0.22,3,0.58,1,autumn,5003,AsiaJet,4,0,0
0.64,22,0.93,1,summer,13639,AeroGulf,2,0,1
0.8,7,0.7,0,autumn,3132,SkyMind,0,0,0
0.19,6,0.81,0,spring,6129,AsiaJet,0,0,0
0.7,20,0.88,1,autumn,11285,PacificAir,3,0,1
0.87,23,0.72,1,spring,3581,EuroWings,6,1,0
0.12,18,0.98,0,winter,9538,AsiaJet,7,0,0
0.44,21,0.97,0,spring,11364,AsiaJet,0,0,1
0.85,22,0.84,1,summer,5945,AeroGulf,7,1,1
0.37,22,1.0,0,winter,1534,EuroWings,4,0,0
0.27,21,0.5,1,winter,4566,EuroWings,5,1,0
0.75,10,0.5,0,spring,5594,AsiaJet,7,1,1
0.4,5,0.53,0,winter,2416,EuroWings,9,0,0
0.71,8,0.97,0,winter,8208,SkyMind,0,1,0
