aircraft_type,flight_hours,cycles,engine_temp_c,vibration_level,oil_pressure_psi,hydraulic_pressure,age_years,last_maintenance_days,needs_maintenance
B787,47878,2431,612.3,0.266,55.1,2600.3,23,97,1
B737,36327,6760,659.4,0.754,51.0,2812.8,14,33,1
B737,48009,6898,721.6,0.897,44.6,2737.2,16,42,1
B787,6865,10511,609.4,0.623,61.1,2543.9,18,322,1
B737,18909,12786,653.6,0.24,72.0,3073.1,4,2,1
A350,11967,261,593.0,0.337,58.4,3065.2,16,143,1
B737,4105,5338,784.9,0.527,57.8,2891.0,16,164,1
A380,43008,19756,658.5,0.09,54.8,3258.3,3,136,1
B787,12161,15806,744.2,0.817,43.3,2612.0,11,251,1
A320,13034,9919,631.7,0.626,59.6,2895.8,16,265,1
B787,42377,15079,706.0,0.224,57.6,2867.9,1,62,1
A380,49392,12233,618.8,0.913,74.5,3350.3,17,298,1
B777,18514,14220,679.7,0.528,44.4,3011.2,7,84,1
A350,17083,4532,634.8,0.053,40.7,3078.0,7,40,0
A320,38529,10666,624.2,0.711,52.3,2972.4,5,98,1
A350,36101,879,671.3,0.474,61.2,2860.8,10,53,1
B787,34035,8245,648.5,0.484,79.4,3131.3,18,181,1
A380,35852,19921,581.6,0.691,57.1,3150.3,9,258,1
B737,7034,16144,635.5,0.195,48.8,3361.5,8,216,1
B787,41644,11106,574.2,0.95,60.8,2680.1,16,255,1
A380,1300,15913,619.0,0.819,66.7,2758.7,20,134,1
B777,39257,6990,624.7,0.903,49.1,2865.6,13,52,1
A380,40275,12938,656.4,0.908,52.2,3292.8,20,263,1
A350,18574,3790,636.6,0.407,69.6,2848.3,16,22,1
A380,30332,669,691.2,0.327,53.5,3255.5,18,117,1
B777,34707,11863,698.5,0.555,47.2,2696.2,4,29,1
B777,10799,7618,668.5,0.118,63.3,3067.3,8,35,0
A350,18001,7069,695.0,0.512,56.6,3014.4,5,193,1
A350,33945,15867,607.8,0.587,56.8,2760.7,7,152,1
A380,10349,5261,727.3,0.116,66.2,3078.4,16,204,1
A320,49137,15680,583.1,0.741,66.3,2915.2,3,21,1
A320,13146,16120,590.6,0.913,51.0,3135.3,22,265,1
A350,24659,15236,677.9,0.296,47.7,3140.2,13,299,1
A320,19305,3204,735.5,0.008,64.0,2938.8,2,308,1
B787,30370,13135,653.0,0.886,63.1,3011.5,11,1,1
B777,42253,6069,729.2,0.37,51.9,3293.4,17,235,1
B777,7408,11585,635.8,0.006,51.3,2844.7,1,21,1
B737,29723,8514,630.2,0.113,71.8,2905.3,13,317,1
A350,11969,1017,674.9,0.674,54.8,3084.4,7,265,1
A350,15106,14702,674.2,0.529,55.1,3090.2,14,4,1
B737,33853,10860,759.1,0.174,72.4,2631.0,5,277,1
A380,8417,11271,638.6,0.535,51.1,2878.6,11,225,1
B777,30354,6689,602.4,0.377,50.2,2895.7,6,157,1
A380,34804,12972,654.0,0.22,66.1,3252.7,20,111,1
A380,45254,1408,668.8,0.851,77.4,3025.2,16,186,1
B777,15965,5118,698.8,0.824,76.5,2673.5,1,338,1
B737,41869,12439,640.0,0.68,59.8,3222.8,1,236,1
B787,34310,16610,571.0,0.19,71.9,3172.1,16,44,1
A380,22429,2616,683.7,0.4,50.7,2802.0,13,342,1
B737,16366,18568,621.5,0.728,51.1,3131.3,7,299,1
B787,46952,9261,701.3,0.794,61.6,2960.9,21,206,1
B737,12475,4932,685.2,0.923,62.4,3133.6,13,201,1
B737,16539,13456,629.1,0.162,63.6,3361.7,7,40,1
A350,31819,7836,617.6,0.32,58.3,3026.9,10,18,1
A320,19748,17586,617.4,0.179,62.9,2671.2,15,31,1
B777,509,9738,662.5,0.983,55.5,2819.2,14,353,1
A380,18578,2337,670.8,0.805,53.6,2923.0,5,235,1
A350,38847,14307,644.7,0.423,61.5,2983.2,1,4,1
A350,6059,17644,658.3,0.687,60.3,2840.0,6,211,1
B777,27512,4343,741.7,0.789,56.2,2982.0,15,73,1
A380,3078,1323,737.4,0.676,66.4,2740.0,5,143,0
B777,43789,12410,615.0,0.15,75.2,2888.5,12,226,1
A320,25928,4238,708.0,0.005,68.1,2951.8,15,24,1
B737,5096,2698,650.4,0.833,63.7,3131.4,24,317,1
B777,12830,15680,611.5,0.679,50.6,2623.8,13,354,1
B737,16287,15315,700.2,0.857,57.7,2768.4,13,107,1
A350,10416,7730,618.9,0.149,69.4,2938.3,14,158,1
B737,5452,7133,618.7,0.357,57.4,2825.3,4,295,1
B787,22712,11422,573.3,0.212,59.6,3027.7,7,120,1
A320,39893,11210,645.1,0.809,64.0,3304.0,15,182,1
B787,7461,8236,611.1,0.462,72.1,2749.7,15,105,1
B737,7722,13960,723.8,0.963,54.4,2718.7,7,66,1
A380,23388,6247,645.3,0.967,69.5,2983.9,12,260,1
A320,34552,13290,651.6,0.738,65.4,2865.4,22,172,1
B777,32663,13577,625.4,0.417,54.1,2978.3,17,263,1
A320,19589,13404,610.9,0.752,36.6,3204.5,11,95,1
A320,27855,3856,601.4,0.083,45.1,3135.6,21,54,1
A380,11281,11201,772.5,0.159,61.8,2820.8,24,241,1
B737,2279,19195,646.2,0.562,65.0,2915.6,18,302,1
B787,21964,19219,617.6,0.685,78.8,2715.0,7,265,1
A320,12161,12385,655.5,0.957,65.2,2639.8,12,93,1
A380,44880,10937,670.0,0.009,56.0,2631.5,2,269,1
A350,22971,12686,595.2,0.03,38.2,2614.9,21,212,1
A320,10180,2060,614.2,0.566,66.4,2867.8,4,291,1
A350,31813,101,673.8,0.228,53.0,3028.8,15,106,1
A320,22267,13619,621.7,0.795,65.5,3054.6,20,165,1
B777,16632,11223,587.0,0.259,46.4,2971.0,13,1,1
A350,2695,16902,622.1,0.78,66.8,3095.4,23,296,1
B737,37660,16494,600.6,0.261,77.6,2641.0,20,112,1
A380,18408,3925,716.7,0.233,66.9,3092.1,18,76,1
A380,8014,17272,672.4,0.354,57.4,3084.2,11,333,1
B777,24596,9881,521.4,0.72,59.2,3183.9,18,90,1
A320,24858,5643,629.5,0.228,74.8,2987.3,14,109,1
A350,29393,5532,695.6,0.23,65.0,3020.7,5,358,1
B777,2258,19793,680.7,0.333,66.9,3116.3,10,40,1
B737,30556,9153,622.9,0.908,49.8,2601.5,4,188,1
A320,41144,11149,697.7,0.12,44.8,3038.4,10,191,1
B737,2792,3147,625.2,0.919,65.0,2853.9,5,86,1
A380,42790,7548,612.7,0.275,47.3,2912.1,9,130,1
A350,12568,14392,616.5,0.634,45.9,2902.7,12,74,1
A380,9971,15504,714.2,0.213,44.6,3025.9,1,362,1
A350,1143,9821,650.0,0.144,78.4,3192.0,13,146,1
B737,8414,15712,622.3,0.224,52.7,3127.3,7,147,1
B787,10489,5088,604.6,0.466,53.6,3220.2,20,362,1
B737,35958,4693,633.9,0.809,67.6,2931.7,23,146,1
B787,20070,735,624.4,0.094,55.8,3416.8,14,255,1
B737,28813,14761,603.1,0.842,46.4,3302.1,21,354,1
B737,5616,16714,632.3,0.284,83.1,3033.7,15,187,1
B787,11647,7868,666.2,0.738,69.2,2901.1,14,102,1
B737,37577,13847,811.7,0.441,66.4,2904.6,14,150,1
B737,41960,4969,630.2,0.075,52.6,2666.6,20,283,1
B787,12171,109,655.7,0.155,64.5,2945.2,9,118,1
B737,5707,7302,604.7,0.733,50.9,2947.3,23,286,1
B737,43308,18573,747.7,0.037,54.7,3158.2,10,358,1
A380,33565,6303,656.2,0.113,62.6,2639.1,2,299,1
B787,4179,13639,674.2,0.209,52.1,3186.5,17,225,1
A350,38731,5618,671.4,0.337,73.1,3374.1,9,364,1
B777,29512,3076,787.9,0.363,66.1,3036.9,8,140,1
A350,25857,9105,692.8,0.621,64.6,2832.4,5,70,1
B737,32128,6981,662.6,0.288,46.9,3291.2,14,315,1
B777,218,15670,653.6,0.0,66.6,2968.4,5,242,1
A350,19403,7811,655.0,0.69,55.0,2726.1,16,307,1
B777,31368,6785,611.5,0.712,64.1,2965.1,20,274,1
B787,8006,18330,633.6,0.019,55.3,2861.7,24,6,1
A350,32652,921,706.7,0.418,50.7,3187.6,24,143,1
B787,33432,4624,614.8,0.04,70.1,2918.8,12,21,1
A350,35194,4123,630.8,0.355,51.4,2857.6,4,215,1
A320,31783,250,634.9,0.474,56.2,2750.9,7,199,1
A320,39601,10893,611.2,0.994,39.7,2861.6,5,238,1
B777,29604,5422,658.4,0.366,73.9,2943.2,10,359,1
B787,4470,14285,648.2,0.25,59.7,3125.6,13,170,1
A350,46611,19862,596.0,0.62,69.6,2697.3,9,269,1
B737,48048,1598,616.0,0.092,59.3,2568.4,9,28,1
A380,13631,6260,640.2,0.169,41.3,3119.8,7,346,1
B777,12141,6486,604.0,0.418,71.9,2857.2,20,237,1
B777,27326,471,582.3,0.345,61.4,3286.7,13,335,1
A320,35020,7095,597.5,0.249,51.9,2842.8,3,79,1
A350,29839,8433,640.9,0.246,80.6,3035.6,22,329,1
B777,34875,15186,619.2,0.228,53.9,2885.7,5,200,1
B737,13127,18431,670.3,0.466,51.7,2905.3,2,308,1
B777,47866,16967,701.8,0.91,36.2,2738.2,7,237,1
B777,38385,10452,607.9,0.24,62.7,3275.4,5,182,1
A350,23643,866,605.9,0.457,61.1,3022.5,20,12,1
A320,10729,14949,680.7,0.378,58.8,3065.2,16,298,1
B777,19261,4194,653.2,0.759,80.0,3277.4,15,271,1
A350,23829,2687,706.0,0.336,54.4,3193.0,21,22,1
B737,47644,15709,638.8,0.431,69.2,3021.2,2,309,1
A320,432,8114,660.4,0.013,46.9,2801.5,8,236,0
B777,47033,6900,696.7,0.008,68.6,2636.9,12,319,1
B777,45202,2033,625.6,0.454,44.5,3200.0,19,278,1
A380,10332,8860,544.3,0.207,60.1,3115.2,9,33,1
A350,23428,9797,759.2,0.672,62.3,2933.3,2,337,1
B737,14423,7252,701.1,0.687,48.0,3365.1,18,354,1
B737,31344,7956,615.6,0.405,58.0,2624.6,14,227,1
B737,16039,10749,622.8,0.466,52.2,3076.4,5,161,1
A380,32082,16369,547.2,0.121,62.6,2777.9,22,282,1
B737,520,13180,683.5,0.97,64.8,3095.4,20,317,1
A320,44423,16891,631.8,0.641,64.2,3101.1,13,357,1
B737,39987,16405,728.1,0.865,52.4,3159.3,23,107,1
A380,23100,17147,619.0,0.503,66.3,2669.8,12,222,1
A380,6679,4986,582.9,0.22,53.4,3176.8,7,283,1
A380,3645,18729,607.8,0.277,56.0,2938.7,12,343,1
A320,4719,15460,685.2,0.192,82.5,2944.9,10,82,1
B787,11380,9802,554.1,0.52,57.6,3202.9,16,246,1
A350,12733,17189,702.8,0.3,44.0,3298.7,17,292,1
A380,20192,13497,613.9,0.872,76.3,2979.6,8,289,1
B787,38218,16203,662.6,0.812,59.1,2853.0,13,145,1
B777,46389,5704,541.8,0.497,45.6,2770.4,8,216,1
A350,7068,5656,568.8,0.937,34.3,2824.0,22,75,1
A320,26497,12008,681.2,0.398,50.0,3007.8,23,122,1
B787,38134,10976,621.4,0.295,64.8,2858.1,12,180,1
B787,22300,2253,691.6,0.328,65.9,3201.6,11,205,1
A320,45276,3011,617.0,0.552,48.8,3101.1,18,319,1
B737,27164,8632,618.9,0.446,71.7,3058.7,13,363,1
A320,8877,14949,578.1,0.69,61.4,2981.6,15,250,1
A350,14452,4592,647.8,0.874,56.8,2906.0,3,123,1
B777,30186,3825,611.8,0.203,51.0,2853.2,7,353,1
B777,38871,2472,678.9,0.594,61.7,2757.8,9,152,1
B777,36620,545,731.2,0.291,47.7,2723.4,22,136,1
A320,20963,14077,670.0,0.381,61.7,2940.5,18,235,1
A320,20613,14284,730.8,0.889,55.0,2893.0,15,137,1
A380,954,892,633.6,0.52,81.2,3024.2,24,260,1
A380,22379,13393,730.9,0.329,51.1,2888.3,6,186,1
A380,24696,178,758.6,0.58,57.6,2978.6,15,307,1
A350,21912,12443,631.6,0.506,59.5,2955.6,23,158,1
B787,32012,18710,617.3,0.773,74.9,2864.7,7,100,1
A320,8573,14856,598.4,0.904,55.9,3385.1,16,154,1
B737,42566,2381,587.7,0.033,39.8,3144.4,15,271,1
B777,11447,8485,636.0,0.425,66.4,2886.5,15,145,1
A350,25016,3538,653.1,0.196,37.8,2825.2,22,202,1
A320,15687,7778,621.8,0.488,74.6,2864.3,10,105,1
A320,40676,11826,713.4,0.488,66.6,3174.4,18,174,1
A350,1769,2578,641.9,0.153,47.7,3110.9,9,299,1
B787,33496,16795,713.4,0.981,61.2,2876.2,1,299,1
A320,38621,4137,669.4,0.492,66.0,2909.5,24,69,1
B787,19871,11332,717.8,0.139,49.4,2540.6,8,87,1
B737,36703,8005,583.3,0.569,74.9,3224.1,23,184,1
B787,37654,13733,706.6,0.258,75.7,2934.6,22,256,1
A380,24559,6647,662.0,0.855,52.8,3123.1,10,142,1
A350,17728,2157,637.5,0.614,63.9,2704.5,12,284,1
B777,15150,17413,654.0,0.73,65.8,3078.0,5,0,1
A380,40114,15550,751.7,0.615,40.1,3285.9,3,45,1
A380,43910,5682,687.6,0.833,50.2,2992.8,13,176,1
B787,4424,16558,698.0,0.483,61.2,3134.4,22,48,1
B777,29604,15303,708.5,0.613,52.8,3418.3,4,352,1
A380,36824,7152,645.7,0.801,67.5,2902.8,23,115,1
A320,15310,12339,685.6,0.729,51.6,3104.9,18,193,1
B737,26801,1538,635.3,0.543,54.2,2711.3,11,127,1
A380,31475,19085,640.9,0.229,63.1,3139.2,8,357,1
B737,11524,15359,635.2,0.681,66.6,3266.2,10,0,1
B737,31248,7968,639.5,0.712,41.9,3128.4,24,158,1
B777,32952,15821,566.0,0.71,59.7,2899.3,3,62,1
A350,5625,19597,638.0,0.796,71.3,3248.2,12,335,1
B787,37733,3855,662.2,0.884,67.9,3261.3,2,98,1
B787,21420,19614,625.4,0.554,62.8,3146.8,11,282,1
A320,35131,12091,619.1,0.777,63.3,2863.6,22,353,1
A320,27337,10752,640.4,0.392,54.0,2901.3,20,304,1
B737,7757,3409,708.4,0.989,59.9,3037.7,11,336,1
A350,13905,19345,732.4,0.8,61.6,3347.5,20,181,1
A320,33262,6022,701.3,0.66,74.6,2988.1,6,72,1
A320,15557,8663,783.9,0.549,66.0,3027.6,1,217,1
B777,18364,18213,755.5,0.418,64.7,2812.3,7,38,1
A320,4020,5963,650.2,0.879,51.9,2954.8,3,341,1
B737,27919,956,632.0,0.81,60.6,2828.9,7,260,1
A380,4094,14106,548.0,0.134,53.8,3172.0,18,80,1
B777,23467,2377,576.8,0.689,56.5,2985.8,12,107,1
B737,34025,501,581.6,0.741,65.8,3098.0,22,110,1
A350,11461,17827,645.8,0.344,65.9,2979.7,2,257,1
A350,46969,10562,617.7,0.489,56.4,2896.6,18,338,1
B787,48495,17320,646.5,0.604,57.7,2251.0,18,322,1
A320,4450,16445,695.2,0.227,55.9,3165.2,8,51,0
B777,29354,1998,689.5,0.074,59.0,2977.8,20,311,1
A380,17497,16662,619.3,0.049,60.7,3044.1,12,196,1
A320,32582,14517,688.6,0.184,57.0,3365.9,6,116,1
B787,13075,2328,671.2,0.956,60.7,2925.3,18,47,1
A350,22906,11362,659.4,0.119,73.4,3243.6,7,91,1
B787,13902,10733,699.6,0.719,54.3,2752.6,16,186,1
B737,39281,11856,661.1,0.917,65.8,3323.0,22,89,1
A320,17464,13047,684.3,0.475,69.1,2999.2,9,60,1
B777,30680,6714,613.4,0.302,66.7,3126.7,15,5,1
A380,36709,19411,607.5,0.199,51.6,3047.5,9,241,1
A320,42143,3689,691.5,0.461,67.7,3025.4,19,329,1
B737,35708,9363,636.1,0.46,64.3,3142.8,13,257,1
A350,17563,4379,650.7,0.78,71.9,2857.1,15,184,1
A350,3151,5179,664.2,0.367,67.3,2925.4,17,113,1
A320,22436,18775,633.6,0.806,59.0,3275.0,18,349,1
B787,6129,3370,674.5,0.05,70.3,2800.4,11,63,1
A380,27541,18805,658.4,0.054,47.4,2944.3,6,44,0
A350,34003,9793,625.1,0.22,54.8,2988.3,21,165,1
A320,32581,4996,602.0,0.255,63.2,2688.1,15,273,1
A350,43416,17576,691.5,0.4,43.1,3342.4,3,289,1
A350,2701,16877,609.0,0.307,63.0,2843.1,12,345,1
B777,674,10153,682.0,0.92,56.3,2752.9,23,254,1
B737,568,10766,617.6,0.243,55.5,2857.6,3,264,1
B777,37343,10327,594.4,0.757,49.1,2963.7,6,21,1
A380,41904,662,594.6,0.405,61.3,3198.7,20,36,1
A350,43068,5843,641.1,0.707,58.7,2930.8,15,113,1
B737,5054,10850,663.5,0.79,54.5,3079.1,7,312,1
B737,33722,4878,682.9,0.423,71.1,3137.9,18,202,1
B777,22172,15678,610.0,0.786,69.4,3066.0,12,220,1
A350,22831,1651,658.7,0.288,58.3,2900.7,20,227,1
B737,33153,13472,695.2,0.048,67.2,3309.9,19,15,1
A320,23855,19133,673.7,0.823,47.7,2905.0,6,296,1
B737,41724,11446,728.2,0.402,55.1,3077.5,1,57,1
B777,3068,14942,689.4,0.42,34.6,2965.4,21,120,1
A380,13386,2538,613.8,0.663,62.0,2783.3,13,270,1
A320,35634,8863,644.0,0.818,51.8,2884.7,6,9,1
A350,6241,10225,677.6,0.669,58.5,3126.9,11,327,1
B787,8623,1867,737.0,0.408,71.6,3491.3,12,249,1
A350,12963,7100,630.5,0.319,52.1,3062.1,2,127,1
B777,28624,19560,583.7,0.351,71.7,3074.4,3,158,1
A350,49114,13540,683.0,0.323,51.0,2786.0,7,49,1
A320,47799,10200,690.6,0.621,62.2,3481.8,5,99,1
A350,45224,4262,637.9,0.737,59.1,2889.1,19,156,1
B737,9321,8511,667.0,0.336,68.4,3205.4,14,354,1
A320,4047,7282,601.0,0.342,59.5,2869.7,13,203,1
A380,36600,1289,643.7,0.179,49.7,2999.8,15,333,1
B787,32657,1250,697.7,0.477,76.6,2880.3,11,246,1
A320,38442,15233,639.5,0.728,79.0,2830.0,16,89,1
A320,28083,13980,560.9,0.322,47.9,3168.0,8,218,1
A350,18986,16622,581.8,0.595,67.3,3260.1,23,254,1
A350,47264,13314,651.3,0.439,58.5,2639.2,24,67,1
B787,49927,788,631.8,0.603,52.7,3250.2,24,101,1
B777,41751,11921,619.3,0.503,47.1,3354.1,23,33,1
B777,8340,19558,672.8,0.364,69.0,2654.0,15,160,1
B737,12031,3420,704.6,0.729,68.1,2570.2,4,274,1
A350,7791,18932,558.8,0.42,66.8,3037.2,8,63,1
B777,49177,1588,619.5,0.441,67.0,2825.9,4,329,1
B787,22147,1784,589.0,0.794,45.6,3209.8,15,57,1
A350,16305,13371,632.8,0.115,59.6,3128.3,15,326,1
B787,25557,7885,680.5,0.694,54.5,3179.0,13,118,1
B737,20265,11165,647.9,0.791,68.2,3060.1,2,358,1
A380,45691,14778,603.9,0.729,52.1,2952.3,11,330,1
B737,1984,8082,678.9,0.447,80.5,2992.8,6,323,1
A320,7177,13427,630.9,0.281,63.3,2804.4,24,187,1
A320,28068,5658,646.0,0.316,73.8,3241.0,3,286,1
A380,43046,15745,664.0,0.5,46.8,3113.3,14,277,1
A320,30148,11021,693.3,0.994,55.1,3046.6,11,288,1
A320,13823,2756,635.2,0.252,38.9,2877.0,11,210,1
A380,35487,18553,742.9,0.148,53.4,3136.0,24,219,1
B787,33287,4259,638.6,0.494,70.9,3104.0,21,252,1
B737,21774,15110,534.6,0.188,63.2,3056.5,6,33,1
B787,10579,15461,611.1,0.751,75.6,2830.7,18,236,1
B787,5757,12489,644.9,0.053,71.8,3199.9,19,124,1
B737,13566,12681,687.3,0.132,74.1,2848.3,2,65,0
B787,31415,151,726.2,0.43,53.8,3017.0,6,98,1
A350,15779,2722,667.6,0.411,44.7,2713.0,22,95,1
B777,34040,14136,660.1,0.684,51.5,3248.6,23,209,1
A380,13222,13392,653.8,0.117,42.7,3121.9,22,315,1
B777,48813,8854,692.9,0.263,50.5,2637.5,22,71,1
B777,45706,13512,688.9,0.623,40.9,2707.3,13,77,1
B787,8350,5693,576.3,0.868,55.5,2948.3,9,333,1
B787,31476,4879,561.8,0.223,67.9,3074.0,24,212,1
B737,46909,19615,659.9,0.367,84.4,2766.8,10,217,1
A380,17440,17382,632.1,0.385,61.0,2993.5,21,336,1
B737,13856,14938,623.1,0.592,69.6,3134.8,9,137,1
A380,9374,8924,676.0,0.49,79.3,3273.9,10,121,1
B777,3948,4268,675.8,0.599,69.7,3196.0,22,96,1
B777,45059,4168,629.3,0.17,64.0,2921.2,17,228,1
B737,20549,1956,600.0,0.243,51.9,2924.7,10,37,1
A350,35819,19705,543.8,0.016,57.6,2745.3,3,233,1
A380,49348,14624,574.4,0.849,72.0,3107.3,2,234,1
B777,34151,13805,660.8,0.833,62.9,2910.8,18,61,1
B777,2385,5417,688.9,0.594,54.6,2922.2,21,51,1
A320,24013,15193,703.5,0.459,46.1,3235.8,18,47,1
B787,12915,19111,606.1,0.716,59.3,3055.3,21,46,1
A320,45242,17088,701.2,0.076,52.0,2890.8,5,50,1
A380,29524,16018,618.6,0.978,71.3,2688.9,24,8,1
B787,20975,14494,638.9,0.956,47.1,3042.5,20,242,1
B787,24992,9747,711.4,0.13,75.7,2732.4,7,104,1
A320,2930,1476,653.4,0.989,51.7,2753.1,24,315,1
B737,6626,13351,639.0,0.47,65.4,2987.8,18,19,1
A350,47470,6157,644.6,0.477,53.6,3098.6,6,361,1
A380,39922,2086,633.9,0.421,55.9,2952.4,20,330,1
A350,2393,1305,683.5,0.795,36.0,3034.6,19,28,1
B787,33051,9125,592.4,0.615,66.9,3272.1,9,6,1
B777,46327,8533,671.1,0.519,52.2,2977.7,11,18,1
B777,21230,19936,571.7,0.098,65.9,2982.4,5,161,1
A320,17884,4064,765.7,0.527,56.9,3072.8,23,339,1
A320,1325,2090,706.0,0.121,56.9,3346.2,17,243,1
A320,36156,10335,671.8,0.779,35.2,3236.5,15,93,1
B777,24033,2014,660.8,0.406,83.1,3154.8,1,192,1
A320,35808,8809,604.1,0.61,51.6,2763.6,10,46,1
B787,30812,1630,699.0,0.513,74.8,3200.3,24,10,1
B777,33629,11655,679.5,0.325,78.8,2965.3,12,99,1
A350,43362,1599,498.2,0.931,54.7,3117.3,10,233,1
A380,32543,7645,672.3,0.266,51.9,3331.5,3,319,1
A320,38652,3539,679.3,0.862,60.6,3050.1,10,191,1
A350,7768,14762,664.1,0.779,60.1,2945.3,9,29,1
A320,6557,18425,595.7,0.459,44.7,2970.2,12,188,1
B777,16861,13332,546.3,0.016,48.6,3098.5,20,53,1
B787,35459,17066,699.9,0.31,71.0,2792.2,19,47,1
A380,5266,181,580.3,0.481,55.7,3054.6,11,354,1
A350,31327,19731,636.3,0.294,67.0,3194.8,8,21,1
A380,19678,15519,619.8,0.276,62.7,2527.9,4,128,0
A350,10963,1319,676.8,0.794,63.2,2922.0,9,80,1
A380,32726,17765,567.3,0.273,55.0,3078.1,14,14,1
B787,20445,4922,552.2,0.452,71.8,3025.9,6,319,1
B777,40495,9487,720.0,0.484,57.5,2883.7,10,271,1
A380,28765,6606,593.6,0.969,55.0,2970.8,4,49,1
B737,43713,15924,663.8,0.194,56.4,3073.7,20,303,1
A320,44837,19445,660.2,0.081,51.1,2913.1,3,277,1
B777,38366,9054,592.0,0.859,68.5,3165.4,22,322,1
B787,46461,3581,688.3,0.131,44.3,3100.8,2,192,1
A350,9992,689,732.7,0.512,59.4,3287.1,20,16,1
A320,17178,11464,628.8,0.54,65.1,2962.8,16,156,1
A380,16149,15562,637.0,0.26,80.6,3041.1,20,351,1
B787,5730,7207,644.8,0.388,78.2,3179.3,3,342,1
A380,11014,5614,688.4,0.292,63.9,3008.6,7,105,1
B787,24367,3097,661.3,0.565,58.8,2969.7,6,216,1
B787,38762,13057,629.9,0.891,50.7,3152.8,11,301,1
A380,36954,17712,663.6,0.206,47.4,3363.1,16,210,1
B777,2354,7655,623.4,0.481,51.4,3244.0,23,153,1
B787,38036,15120,655.1,0.046,66.6,3354.2,7,353,1
A380,21961,9952,696.6,0.927,54.6,3135.8,1,214,1
A350,26798,324,645.3,0.861,73.1,3004.3,9,331,1
B777,5746,1433,623.0,0.878,60.1,2931.9,22,361,1
B737,37385,2420,635.5,0.607,54.5,3331.7,12,290,1
B787,19542,18390,597.5,0.222,41.7,3140.0,18,219,1
B737,32363,10482,606.5,0.838,49.1,2774.2,13,316,1
B787,43578,15525,647.2,0.749,44.3,3092.7,1,275,1
A380,5680,18271,620.6,0.49,50.3,2769.7,4,68,1
A380,12594,8306,656.2,0.494,64.0,2630.7,9,163,1
A380,4852,5070,691.9,0.768,59.6,3238.6,19,256,1
A350,9103,19535,709.2,0.875,54.0,3249.3,9,60,1
A320,40131,11772,621.0,0.067,72.1,3154.2,12,160,1
A350,33690,654,639.1,0.476,56.5,3297.8,20,213,1
