airport,wind_speed_kmh,visibility_km,precipitation_mm,temperature_c,humidity_pct,lightning_risk,fog_level,season,risk_level
BOM,115.7,8.9,42.4,-2.4,95,1,heavy,summer,high
CDG,46.6,14.8,47.0,29.3,25,1,heavy,summer,medium
LHR,3.5,4.8,2.4,5.9,41,0,light,spring,medium
BOM,119.2,19.3,43.4,32.8,65,1,light,spring,medium
DXB,26.7,14.9,31.8,30.6,23,1,heavy,summer,medium
SYD,66.7,16.2,48.2,45.9,58,0,light,spring,medium
LHR,62.3,10.2,38.3,26.4,35,0,heavy,summer,medium
DXB,42.4,5.5,49.8,21.6,89,0,light,autumn,high
DXB,12.0,17.1,25.5,-1.6,70,1,none,autumn,low
JFK,69.0,13.1,35.8,26.7,86,0,light,autumn,medium
SIN,49.9,18.7,29.7,40.9,10,0,none,winter,medium
LHR,16.8,2.9,13.8,42.9,92,1,heavy,autumn,medium
LAX,9.8,10.5,15.5,15.5,31,0,none,winter,low
CDG,38.8,9.7,16.5,21.2,91,1,heavy,summer,medium
LAX,40.5,6.1,47.1,36.1,74,1,light,spring,high
FRA,58.4,8.8,31.2,22.3,75,1,heavy,autumn,medium
CDG,71.8,2.0,46.1,31.9,81,0,light,winter,high
LAX,52.8,15.8,39.6,43.5,80,0,light,winter,medium
NRT,54.0,9.6,14.3,27.7,95,1,light,winter,medium
FRA,69.5,0.5,10.6,-6.4,44,1,light,autumn,high
BOM,72.3,7.5,33.3,38.4,88,1,none,autumn,high
SIN,97.1,13.4,43.6,10.1,58,1,none,spring,high
LHR,43.7,11.5,20.6,4.9,44,1,light,winter,medium
NRT,25.7,12.7,7.2,7.9,58,1,heavy,winter,low
LHR,80.0,4.7,39.0,19.6,95,1,none,summer,high
JFK,96.0,14.9,0.4,15.0,33,0,none,spring,medium
FRA,32.3,13.7,12.5,7.1,11,0,heavy,autumn,low
NRT,105.5,10.8,29.9,4.0,54,1,none,winter,high
DXB,64.9,19.0,29.9,12.3,27,0,heavy,summer,medium
SIN,43.6,19.2,5.1,20.0,59,1,light,summer,low
NRT,108.8,4.9,48.8,49.5,36,1,heavy,spring,high
LHR,68.1,13.1,36.8,41.2,54,1,light,winter,medium
FRA,45.9,8.0,36.2,12.6,12,1,none,autumn,medium
SYD,66.7,8.1,19.7,45.0,34,1,light,spring,medium
BOM,60.6,11.0,20.4,19.2,57,1,heavy,spring,medium
SYD,89.8,0.1,12.1,53.9,39,0,none,winter,high
LHR,33.9,7.1,47.4,23.7,75,0,heavy,winter,medium
SIN,58.1,13.8,25.2,25.6,36,1,none,winter,medium
NRT,63.6,17.6,2.5,24.6,10,0,light,winter,low
LHR,1.9,11.1,7.1,10.2,90,0,heavy,autumn,low
CDG,86.3,5.8,6.5,45.8,23,1,none,autumn,medium
LHR,5.5,10.9,27.4,14.2,84,1,heavy,autumn,medium
FRA,107.0,3.2,20.0,14.2,35,0,heavy,winter,high
SYD,119.7,2.6,22.3,31.9,26,1,none,spring,high
SIN,0.8,13.7,34.9,-1.9,39,0,light,autumn,low
LHR,41.8,2.1,42.0,20.2,23,1,none,summer,high
LHR,2.2,15.7,44.2,13.9,14,0,heavy,spring,low
LAX,109.5,8.9,40.0,-2.5,18,1,heavy,winter,high
SYD,45.4,17.7,33.4,15.6,49,1,heavy,summer,medium
SYD,81.8,5.3,38.8,22.0,64,0,light,winter,high
LHR,96.8,6.6,40.2,26.6,62,0,none,spring,high
DXB,115.6,18.5,33.7,-0.2,22,1,none,summer,medium
BOM,107.7,0.3,33.3,-1.9,12,1,light,summer,high
JFK,21.7,8.9,47.5,35.2,23,1,light,autumn,medium
DXB,9.4,11.5,16.8,47.9,68,1,light,summer,low
NRT,37.6,12.6,21.9,4.2,88,1,none,spring,medium
NRT,25.1,9.9,35.9,5.8,90,0,heavy,autumn,medium
LAX,22.5,12.8,10.2,9.9,11,0,heavy,spring,low
CDG,60.7,9.1,31.4,4.7,50,0,light,autumn,medium
JFK,37.7,9.2,49.7,13.8,32,0,heavy,summer,medium
LAX,33.2,12.3,47.8,7.8,87,0,heavy,autumn,medium
BOM,116.0,4.6,13.6,25.7,62,0,none,spring,high
LAX,84.6,15.1,12.8,17.0,75,1,heavy,spring,medium
JFK,14.4,15.3,5.5,23.6,47,0,none,spring,low
LAX,42.7,5.4,15.8,43.0,18,0,none,winter,medium
CDG,96.0,0.6,28.6,36.0,62,0,none,summer,high
LHR,80.7,9.6,49.7,15.3,12,1,heavy,winter,high
NRT,7.0,11.0,17.8,29.1,94,1,heavy,winter,low
SYD,106.9,17.7,49.0,54.1,93,1,light,summer,medium
NRT,37.8,9.0,41.9,-6.2,60,0,none,summer,medium
DXB,76.4,3.7,38.4,16.5,88,0,light,winter,high
LAX,69.7,10.1,37.6,14.9,93,0,none,spring,medium
FRA,24.3,19.5,11.6,24.1,98,0,light,spring,low
LHR,30.5,15.6,3.9,10.4,24,0,light,winter,low
SYD,49.8,15.8,46.4,30.5,57,0,heavy,autumn,medium
BOM,107.8,19.4,19.1,48.8,64,0,none,spring,medium
SYD,11.6,7.7,16.8,-3.8,54,0,none,autumn,medium
JFK,25.5,18.0,5.7,18.7,30,1,heavy,spring,low
LHR,69.5,1.8,19.1,14.2,81,0,heavy,summer,high
JFK,97.4,6.4,40.7,20.2,62,0,heavy,winter,high
LHR,118.7,15.5,29.3,2.4,84,0,heavy,spring,high
FRA,40.8,4.7,48.6,15.8,97,1,light,autumn,high
FRA,42.6,11.7,45.3,30.9,43,0,heavy,autumn,medium
SIN,36.4,11.0,16.4,21.0,60,1,none,summer,medium
BOM,64.9,14.7,42.5,37.9,30,1,light,winter,medium
NRT,62.0,2.5,40.0,35.0,87,0,none,winter,high
BOM,37.8,13.9,6.4,14.1,25,0,light,summer,low
SYD,85.6,12.4,2.8,23.3,26,0,none,autumn,medium
NRT,106.1,8.5,23.4,-0.3,80,1,heavy,spring,high
CDG,69.2,2.2,25.8,15.6,12,1,light,spring,high
LHR,36.6,2.3,47.4,43.3,40,0,heavy,winter,high
SYD,44.9,18.6,33.6,11.7,37,1,light,spring,medium
BOM,58.4,1.2,18.6,21.2,91,0,none,spring,high
BOM,106.9,9.9,20.0,4.8,96,0,heavy,summer,high
LAX,101.3,4.0,25.4,2.8,94,1,none,summer,high
LAX,84.8,7.2,24.8,37.3,89,0,heavy,autumn,high
SYD,10.4,19.9,47.1,18.3,88,0,heavy,winter,low
NRT,55.0,6.5,11.1,20.4,20,1,none,spring,medium
NRT,99.4,8.6,22.6,7.5,38,0,heavy,spring,high
CDG,91.5,16.8,22.2,16.9,90,1,light,winter,medium
LAX,95.0,3.9,40.7,18.7,81,0,light,summer,high
LAX,33.5,6.6,23.0,3.7,27,1,light,summer,medium
DXB,52.3,14.6,20.5,34.4,32,0,heavy,autumn,medium
CDG,107.9,10.9,46.3,16.2,15,1,light,summer,high
LHR,55.7,16.9,38.0,11.5,84,1,none,spring,medium
DXB,119.7,3.0,37.7,5.9,56,1,none,summer,high
SIN,45.9,9.9,8.7,17.0,32,1,light,summer,medium
JFK,84.4,19.6,23.8,12.4,92,0,none,autumn,medium
CDG,89.2,9.4,7.5,22.6,94,0,light,summer,medium
CDG,14.0,5.0,5.3,41.2,83,0,none,summer,medium
NRT,28.9,18.8,28.4,28.5,51,0,heavy,spring,low
SYD,90.6,19.1,35.3,21.2,61,1,light,spring,medium
CDG,99.8,16.7,33.7,14.6,19,1,none,autumn,medium
DXB,58.9,4.8,48.3,31.0,31,1,light,summer,high
LAX,51.5,2.6,33.0,4.8,49,0,none,spring,high
SIN,5.8,2.5,34.2,12.7,23,0,heavy,summer,medium
JFK,32.5,7.1,42.6,17.6,61,0,heavy,summer,medium
LAX,107.4,19.0,45.6,9.1,10,0,none,summer,medium
SIN,85.0,8.9,23.6,17.7,16,0,none,summer,medium
BOM,97.6,19.4,23.4,-5.8,64,0,heavy,spring,medium
SYD,11.3,6.7,37.0,23.2,29,0,heavy,summer,medium
FRA,75.5,4.1,40.5,68.5,61,0,heavy,summer,high
LHR,21.4,2.1,20.1,25.3,96,1,light,spring,medium
LAX,51.3,13.7,10.5,22.4,13,0,none,winter,medium
BOM,28.1,8.4,16.4,2.7,72,1,heavy,autumn,medium
SYD,19.8,15.7,44.5,6.5,24,0,light,winter,medium
CDG,8.1,13.0,22.4,7.9,89,1,light,spring,low
CDG,25.9,8.3,26.0,3.9,60,1,light,winter,medium
LHR,119.3,14.2,37.2,28.0,10,0,light,winter,high
CDG,77.9,10.9,0.6,11.7,61,0,heavy,autumn,medium
LAX,69.8,2.8,41.7,13.2,34,1,light,autumn,high
JFK,42.8,14.5,41.6,55.0,13,0,light,spring,medium
JFK,19.7,0.6,42.8,11.5,86,0,none,winter,high
LHR,32.3,9.4,38.6,31.2,74,1,heavy,winter,medium
LHR,99.2,11.1,4.1,27.7,98,1,heavy,winter,medium
SYD,23.6,16.9,40.0,36.8,10,0,none,winter,medium
FRA,116.9,10.1,35.8,21.6,87,0,heavy,winter,high
JFK,31.4,11.0,41.4,28.8,95,0,none,winter,medium
JFK,68.3,9.8,5.3,3.4,49,0,light,spring,medium
DXB,24.7,11.6,27.7,15.9,54,0,light,spring,medium
SYD,113.4,13.5,30.8,23.8,19,0,light,winter,high
LAX,64.8,3.1,16.6,53.4,66,0,light,spring,high
JFK,94.4,15.9,47.7,16.8,65,0,heavy,spring,medium
BOM,8.3,8.0,46.1,22.1,77,0,heavy,spring,medium
BOM,75.0,3.7,4.4,18.4,57,1,heavy,winter,medium
SYD,77.9,14.6,21.9,50.5,36,0,none,summer,medium
LAX,42.9,14.7,22.9,31.3,12,0,none,autumn,medium
SYD,31.9,10.3,6.5,23.8,46,0,none,spring,medium
LHR,68.5,6.2,48.8,10.1,12,1,none,spring,high
JFK,104.6,12.9,32.2,25.8,73,0,none,spring,high
SYD,54.2,11.8,22.5,28.5,54,1,none,autumn,medium
DXB,108.4,12.8,5.6,15.5,44,0,light,autumn,medium
FRA,55.1,15.0,30.0,3.9,18,0,light,summer,medium
JFK,36.1,12.1,5.2,3.5,85,0,light,summer,low
FRA,4.8,3.8,33.3,5.6,74,0,none,spring,medium
NRT,86.4,0.9,27.6,27.4,66,0,light,summer,high
FRA,87.9,2.1,25.9,44.6,54,1,none,summer,high
BOM,80.7,14.1,9.4,39.9,77,1,none,autumn,medium
LAX,15.2,17.0,5.9,33.7,81,1,heavy,spring,low
FRA,77.6,0.2,42.9,32.4,37,1,light,summer,high
NRT,101.3,7.7,49.3,24.9,94,1,heavy,spring,high
SIN,82.0,13.2,45.6,23.5,86,1,heavy,autumn,medium
LHR,76.0,17.8,21.2,13.1,93,1,heavy,summer,medium
SYD,109.1,1.1,21.2,21.5,72,0,light,winter,high
FRA,86.4,13.1,6.3,28.1,36,1,heavy,autumn,medium
SIN,34.7,8.9,18.0,19.5,65,0,none,autumn,medium
SYD,86.8,1.9,4.8,-14.2,46,1,none,winter,high
JFK,119.2,15.9,48.7,8.0,16,0,none,summer,high
JFK,48.7,14.2,9.1,23.7,92,0,none,summer,medium
CDG,18.2,3.2,19.1,17.4,23,1,light,summer,medium
NRT,4.5,16.0,34.5,32.4,90,1,light,summer,low
BOM,34.3,18.3,20.5,7.6,33,0,heavy,spring,low
CDG,87.1,3.9,40.3,24.8,41,0,light,summer,high
DXB,77.4,11.6,0.7,38.5,61,0,light,autumn,medium
LAX,106.6,4.1,44.8,19.6,63,0,heavy,summer,high
LAX,104.3,8.0,11.3,17.2,73,1,light,spring,high
CDG,25.9,1.5,6.2,35.3,28,0,light,autumn,medium
JFK,22.2,16.1,27.4,1.1,92,0,heavy,winter,low
JFK,60.7,0.4,35.5,14.6,73,1,heavy,summer,high
NRT,2.1,15.8,31.8,-3.2,94,0,light,spring,low
JFK,29.8,1.4,13.7,18.8,16,0,none,summer,medium
NRT,21.9,12.4,38.8,35.6,51,1,heavy,spring,medium
FRA,37.2,12.3,5.4,18.9,84,0,heavy,spring,low
JFK,41.3,11.1,36.1,2.8,79,1,heavy,autumn,medium
FRA,15.0,2.5,49.7,35.9,24,1,light,autumn,medium
SIN,24.3,19.9,16.9,25.1,57,0,heavy,spring,low
CDG,85.0,17.4,17.7,9.1,19,0,heavy,spring,medium
SIN,116.2,7.2,3.6,33.2,35,1,light,summer,high
FRA,1.2,10.1,33.8,25.9,16,0,heavy,summer,medium
DXB,117.0,9.8,32.9,44.4,54,0,light,winter,high
DXB,7.8,8.2,1.6,18.4,49,1,light,winter,low
BOM,45.3,16.3,31.0,32.0,50,1,light,autumn,medium
SYD,45.5,11.0,22.6,-8.7,89,1,light,summer,medium
LAX,31.5,6.8,30.4,2.6,61,1,none,autumn,medium
SYD,32.6,17.6,32.8,14.9,32,1,heavy,autumn,low
CDG,46.6,14.1,34.3,24.8,26,0,light,spring,medium
LHR,18.3,18.1,41.2,17.1,36,0,heavy,spring,low
NRT,84.3,15.4,9.2,13.6,91,0,heavy,autumn,medium
NRT,10.3,0.6,6.7,19.0,49,0,heavy,summer,medium
NRT,48.2,19.3,31.0,30.1,68,0,heavy,spring,low
LAX,29.9,13.2,48.6,15.3,71,0,heavy,winter,medium
FRA,17.3,4.9,27.4,18.0,96,1,heavy,autumn,medium
NRT,37.9,8.1,8.3,26.4,27,1,light,summer,medium
DXB,10.8,12.9,26.6,50.8,41,0,heavy,summer,low
FRA,107.7,1.4,5.4,13.6,72,0,light,spring,high
JFK,70.5,9.1,47.3,40.0,74,1,none,winter,high
CDG,44.5,13.9,7.6,8.8,45,1,none,spring,medium
SYD,52.0,1.7,2.3,28.5,63,1,none,summer,medium
SYD,62.2,2.5,21.2,4.8,51,1,none,summer,high
SYD,109.0,15.6,17.5,32.9,58,0,none,winter,medium
BOM,118.7,12.5,4.4,27.3,86,0,light,autumn,medium
CDG,33.1,14.3,38.2,36.8,35,0,light,summer,medium
CDG,10.5,13.7,38.8,4.0,14,1,none,spring,medium
SIN,79.1,11.2,13.7,17.8,87,1,heavy,spring,medium
JFK,62.3,0.9,27.1,10.2,50,1,heavy,spring,high
NRT,83.6,8.7,20.1,12.6,48,1,none,summer,medium
NRT,22.7,6.7,37.1,0.3,51,0,none,summer,medium
BOM,48.4,18.1,26.1,10.9,62,1,heavy,autumn,medium
LAX,6.1,9.6,43.8,29.1,58,0,light,autumn,medium
SYD,87.6,15.3,45.4,17.9,88,1,none,winter,medium
CDG,41.6,5.5,3.5,45.5,72,0,heavy,autumn,medium
BOM,77.5,14.7,14.8,22.0,31,1,heavy,summer,medium
LHR,66.6,6.1,3.1,33.6,20,0,light,summer,medium
SYD,75.4,3.4,2.8,10.3,36,0,none,spring,medium
FRA,90.9,17.4,37.1,-3.3,52,1,light,autumn,medium
DXB,17.2,12.0,17.0,24.8,89,1,heavy,summer,low
BOM,81.6,9.3,18.2,31.3,97,0,heavy,winter,medium
DXB,118.6,14.5,49.0,21.2,42,0,light,winter,high
FRA,86.1,19.1,38.8,22.0,69,0,none,spring,medium
CDG,35.1,16.6,22.2,38.7,84,0,heavy,summer,low
SIN,32.6,0.4,4.0,19.1,96,0,none,spring,medium
SYD,42.0,11.3,33.8,8.2,17,0,heavy,winter,medium
DXB,72.3,0.8,20.8,45.8,23,1,none,summer,high
BOM,22.6,9.4,31.6,49.3,68,0,heavy,winter,medium
BOM,105.0,10.2,18.7,43.2,51,1,light,winter,high
JFK,99.1,3.4,44.2,34.5,16,1,heavy,autumn,high
BOM,37.9,17.3,21.8,17.8,49,0,light,spring,low
SYD,11.6,6.2,45.3,29.6,83,0,heavy,winter,medium
SIN,97.9,4.1,19.6,20.9,98,1,heavy,summer,high
FRA,65.8,4.6,35.0,13.4,26,1,light,autumn,high
NRT,102.9,2.2,5.7,-2.3,74,0,heavy,winter,high
FRA,23.9,11.9,28.9,25.9,30,1,heavy,spring,medium
SIN,71.4,16.6,15.7,34.4,85,0,heavy,winter,medium
NRT,88.0,13.6,34.5,20.8,49,1,none,summer,medium
FRA,55.4,6.1,40.0,40.8,58,0,none,winter,high
NRT,3.8,8.8,44.7,31.2,80,0,heavy,winter,medium
LAX,31.5,6.8,38.5,0.5,78,1,heavy,autumn,medium
SYD,66.6,18.2,10.8,37.8,56,1,none,spring,medium
SIN,77.4,7.0,24.9,13.7,52,0,heavy,spring,high
FRA,9.6,7.6,11.6,2.6,88,0,none,winter,medium
SIN,16.0,3.3,0.3,9.9,65,1,heavy,autumn,medium
SIN,104.6,12.9,45.0,46.7,68,0,heavy,winter,high
LHR,69.3,9.1,45.1,46.3,95,1,heavy,autumn,high
LAX,72.2,12.1,35.6,14.7,92,1,heavy,winter,medium
CDG,39.3,14.2,32.5,34.9,49,1,light,summer,medium
SIN,36.2,18.7,21.0,26.7,98,1,none,winter,low
FRA,49.1,12.6,33.7,15.2,90,0,none,spring,medium
SYD,76.8,7.8,34.9,24.5,41,1,none,summer,high
CDG,46.3,19.5,45.6,-7.1,32,1,none,spring,medium
CDG,49.7,15.1,46.9,11.9,79,0,none,summer,medium
SIN,82.6,11.6,24.8,18.8,13,0,none,autumn,medium
JFK,53.5,9.5,19.2,25.0,10,0,light,winter,medium
SYD,59.3,0.7,32.7,39.2,13,1,heavy,summer,high
NRT,109.8,15.9,40.3,54.2,72,0,heavy,autumn,high
LHR,69.9,13.3,41.3,8.8,36,1,none,autumn,medium
CDG,68.4,8.0,4.2,26.8,62,0,light,summer,medium
DXB,31.9,2.8,42.8,27.9,56,1,none,autumn,high
SYD,50.8,19.3,0.7,-22.0,57,1,heavy,autumn,low
BOM,42.5,3.7,29.1,28.8,86,1,none,winter,medium
LAX,32.3,0.4,39.6,10.2,76,0,none,summer,high
NRT,89.2,15.6,2.4,-7.1,46,1,light,spring,medium
NRT,58.7,6.9,23.8,20.6,15,1,heavy,winter,medium
SIN,99.6,5.8,1.4,34.1,19,1,none,winter,high
LHR,108.2,11.1,23.4,8.4,96,0,none,summer,high
LAX,31.9,2.1,1.4,45.6,65,1,heavy,spring,medium
NRT,89.4,17.7,43.9,11.0,70,0,light,spring,medium
FRA,96.4,8.5,4.5,50.1,88,0,heavy,spring,medium
SIN,94.1,12.4,36.2,18.5,90,0,light,summer,high
LAX,47.7,1.8,18.7,42.9,69,1,heavy,winter,medium
BOM,26.9,10.1,14.8,18.4,38,0,light,spring,medium
LHR,2.2,15.5,7.2,18.5,48,0,none,spring,low
LHR,19.2,1.0,14.0,13.1,42,0,heavy,autumn,medium
LAX,0.3,18.6,21.4,15.9,75,0,heavy,autumn,low
LAX,21.2,11.0,38.4,12.1,63,0,light,summer,medium
CDG,106.7,3.9,27.5,16.3,77,0,heavy,summer,high
DXB,111.6,8.7,17.1,39.9,52,1,none,autumn,high
NRT,65.0,11.9,26.6,29.6,68,1,light,summer,medium
CDG,39.8,1.2,17.1,-4.4,22,0,light,winter,medium
DXB,27.3,14.3,13.8,17.4,15,1,heavy,winter,low
LHR,4.1,4.8,32.9,41.9,25,0,none,summer,medium
SYD,62.5,13.4,44.4,33.9,77,1,heavy,spring,medium
BOM,1.4,4.0,18.7,8.0,95,0,light,winter,medium
LAX,84.1,12.1,30.5,13.1,34,0,none,autumn,medium
LHR,82.0,9.5,38.6,29.4,42,1,heavy,summer,high
LAX,96.4,16.3,11.5,9.6,94,0,heavy,winter,medium
DXB,1.6,13.8,34.0,2.2,18,0,light,spring,low
FRA,86.7,17.1,24.6,19.9,66,1,light,summer,medium
LHR,86.7,6.7,15.0,29.8,73,1,heavy,autumn,high
NRT,6.0,2.6,25.5,24.5,37,1,heavy,winter,medium
SIN,34.3,2.0,18.1,17.6,62,1,heavy,winter,medium
LHR,51.2,19.3,4.5,13.8,47,0,light,autumn,low
BOM,92.5,19.8,14.2,34.0,41,0,none,winter,medium
LHR,115.9,0.2,11.3,6.0,96,0,none,summer,high
DXB,35.4,9.8,39.4,31.6,51,0,light,winter,medium
SYD,49.1,4.3,28.2,32.1,62,0,heavy,autumn,medium
NRT,51.4,12.2,10.0,13.3,96,1,heavy,spring,medium
CDG,53.7,3.4,28.8,24.5,59,0,heavy,winter,high
CDG,107.5,5.1,34.5,28.3,77,0,light,winter,high
NRT,37.6,11.3,31.5,18.3,15,1,none,summer,medium
SIN,80.0,11.9,41.6,6.9,97,0,heavy,spring,medium
FRA,100.3,15.6,37.9,0.4,92,0,heavy,spring,medium
DXB,18.9,4.7,37.8,4.3,14,0,light,spring,medium
FRA,52.2,17.5,4.2,32.3,68,0,light,spring,low
LHR,80.7,6.3,30.4,-0.4,46,0,none,winter,high
JFK,0.4,8.3,32.1,24.9,58,0,light,summer,medium
NRT,77.0,17.5,39.9,13.7,94,0,heavy,spring,medium
LAX,108.4,11.9,47.8,4.4,24,0,light,autumn,high
LAX,102.7,1.7,14.8,-1.1,67,1,heavy,winter,high
CDG,97.6,19.5,18.0,17.7,62,1,heavy,spring,medium
BOM,0.3,7.3,45.1,39.2,72,0,heavy,winter,medium
FRA,52.8,13.6,29.9,21.2,94,1,light,spring,medium
JFK,103.6,18.1,34.8,61.6,24,0,heavy,autumn,medium
BOM,100.6,7.0,14.8,47.4,64,0,light,spring,high
SYD,44.7,18.1,42.7,5.5,91,0,heavy,winter,medium
DXB,21.3,11.3,6.8,2.4,70,0,heavy,summer,low
CDG,112.9,0.2,35.0,33.3,59,1,none,spring,high
JFK,63.0,1.6,27.2,6.7,73,0,none,summer,high
LAX,92.8,11.5,28.3,8.2,27,0,heavy,winter,medium
NRT,55.7,17.0,0.8,28.9,36,0,none,autumn,low
SYD,47.0,6.3,22.1,44.8,29,0,heavy,winter,medium
BOM,111.3,11.3,40.0,32.8,36,1,light,winter,high
BOM,23.9,8.0,1.3,21.6,10,1,heavy,spring,medium
SYD,98.8,2.8,47.5,37.3,23,1,heavy,autumn,high
CDG,30.3,11.4,12.0,45.3,18,0,heavy,spring,medium
SIN,3.5,13.2,32.9,17.5,58,1,heavy,summer,low
SYD,6.1,17.9,31.2,6.3,37,0,none,winter,low
FRA,61.4,13.1,31.5,9.7,36,0,light,summer,medium
FRA,25.3,18.8,2.3,18.5,90,0,none,autumn,low
LAX,114.9,18.3,41.0,13.9,88,0,none,winter,medium
SYD,75.3,18.6,45.5,25.0,48,0,none,summer,medium
BOM,20.3,7.2,34.5,4.3,96,0,light,winter,medium
SYD,116.0,1.7,44.9,24.3,13,0,light,winter,high
FRA,38.3,19.0,4.2,13.3,72,1,none,autumn,low
LHR,78.2,11.6,42.9,20.5,25,0,none,spring,high
FRA,15.0,4.1,14.2,41.0,93,1,none,winter,medium
SYD,28.2,3.9,48.8,50.6,76,0,light,summer,high
SYD,15.7,11.2,27.9,20.8,18,1,light,summer,medium
DXB,25.7,16.4,26.2,41.6,25,0,light,summer,low
DXB,117.5,3.0,38.2,23.7,39,0,heavy,autumn,high
LHR,93.9,1.5,29.5,-1.6,88,1,light,spring,high
FRA,105.7,13.2,37.3,23.0,93,0,none,spring,high
SYD,64.5,10.3,17.2,1.1,26,0,heavy,winter,medium
DXB,33.7,13.7,37.2,39.3,17,1,heavy,winter,medium
BOM,30.0,11.7,33.2,15.3,82,1,none,winter,medium
JFK,0.9,15.3,47.3,-11.9,39,1,none,spring,low
JFK,119.8,16.9,33.6,-1.6,51,1,heavy,spring,medium
DXB,89.0,9.2,12.5,10.9,78,0,none,autumn,medium
SYD,42.5,12.7,19.2,-10.6,66,1,light,autumn,medium
NRT,21.4,14.0,32.7,24.6,89,1,none,spring,medium
FRA,19.9,5.8,11.6,36.9,16,1,light,spring,medium
FRA,58.3,17.1,20.1,13.0,16,1,none,summer,medium
NRT,68.6,3.8,24.5,21.8,21,0,light,autumn,high
SYD,42.8,16.0,16.7,48.1,70,0,heavy,winter,low
BOM,50.1,1.3,27.1,10.5,64,0,none,winter,high
BOM,68.3,2.0,48.9,10.8,25,1,none,spring,high
LHR,74.0,15.0,13.3,12.4,18,1,heavy,winter,medium
NRT,111.0,13.0,14.5,30.9,66,1,none,summer,medium
NRT,113.2,1.2,22.0,6.9,12,0,light,winter,high
SIN,8.4,16.6,3.8,19.0,45,0,none,summer,low
JFK,51.3,4.2,24.7,43.7,89,0,none,winter,medium
FRA,40.1,16.2,1.9,1.7,21,0,none,winter,low
BOM,110.4,11.1,26.0,30.1,50,1,light,summer,high
SIN,31.4,0.4,28.6,36.4,23,0,light,winter,high
CDG,75.9,4.9,32.1,32.6,32,0,light,summer,high
FRA,11.6,16.7,46.5,35.0,42,0,none,summer,low
SYD,59.1,2.5,17.5,9.4,10,0,none,summer,high
JFK,20.7,18.7,39.2,33.9,27,0,none,summer,low
SIN,44.0,9.5,39.7,7.3,68,1,light,autumn,medium
BOM,23.2,2.0,13.1,19.0,10,1,none,summer,medium
FRA,77.2,0.5,6.9,0.3,56,0,heavy,summer,high
SYD,61.0,19.1,7.8,21.6,50,0,none,spring,low
LHR,91.2,3.3,32.2,20.7,85,1,none,spring,high
LAX,39.7,16.0,30.5,42.0,99,0,heavy,autumn,medium
LAX,19.7,14.3,15.5,4.1,93,1,heavy,autumn,low
LHR,76.3,7.8,20.8,15.7,58,0,none,summer,medium
JFK,59.9,18.2,14.1,6.9,76,1,heavy,autumn,low
SIN,109.9,11.5,9.5,11.8,17,1,heavy,spring,medium
DXB,114.2,2.0,8.2,-3.2,39,0,heavy,winter,high
LAX,53.7,4.4,22.7,2.1,48,1,heavy,spring,medium
NRT,62.5,14.0,39.5,30.0,32,0,light,autumn,medium
LHR,14.5,7.1,39.3,-1.3,40,1,heavy,winter,medium
JFK,48.4,18.2,49.6,-11.0,88,1,none,winter,medium
CDG,66.9,12.3,48.5,31.6,51,0,light,autumn,medium
SYD,54.3,17.4,26.7,7.3,95,1,heavy,summer,medium
FRA,5.7,12.4,4.3,38.6,27,1,heavy,summer,low
BOM,48.9,11.9,8.1,18.3,74,1,light,summer,medium
FRA,117.1,5.8,45.0,20.3,81,1,none,spring,high
SIN,30.8,4.6,22.9,-2.5,83,0,none,summer,medium
LAX,64.9,0.9,39.8,10.9,79,0,none,summer,high
CDG,79.0,2.0,30.6,13.8,70,0,none,spring,high
LAX,95.3,16.3,34.6,33.6,26,1,none,spring,medium
LAX,19.9,15.0,46.9,23.9,90,0,light,spring,medium
SYD,53.4,1.1,21.8,22.6,28,1,light,spring,high
JFK,85.5,4.8,18.8,10.9,31,1,heavy,winter,high
CDG,118.3,15.1,14.5,19.2,18,1,heavy,winter,medium
CDG,40.8,1.6,39.6,37.6,83,1,heavy,winter,high
NRT,108.9,5.8,8.9,27.3,93,1,none,winter,high
CDG,6.6,4.6,47.8,19.3,99,0,none,winter,medium
FRA,0.8,15.4,49.1,11.3,46,1,light,summer,low
LHR,92.6,9.7,18.8,33.2,89,1,light,summer,medium
SIN,96.0,15.7,45.8,22.6,56,1,light,autumn,medium
SYD,67.2,5.4,10.3,26.4,26,0,light,winter,medium
CDG,3.5,13.9,36.8,24.0,99,1,heavy,winter,low
LAX,87.4,10.2,23.0,32.6,39,1,none,autumn,medium
NRT,90.4,17.2,40.4,-3.7,63,1,none,summer,medium
SIN,40.3,19.3,47.7,20.8,61,0,light,spring,medium
DXB,84.7,0.5,27.4,6.9,94,1,heavy,summer,high
DXB,68.7,0.6,20.2,11.2,92,0,light,summer,high
SYD,51.4,18.1,3.9,6.8,56,0,heavy,winter,low
SYD,44.4,5.1,33.9,25.9,75,1,heavy,spring,medium
JFK,35.1,15.2,14.2,41.8,15,0,light,winter,low
LAX,25.0,1.8,34.3,40.1,52,1,none,winter,medium
DXB,73.8,8.0,13.8,31.4,60,1,heavy,summer,medium
LAX,61.5,11.2,37.5,44.3,37,1,heavy,summer,medium
LHR,41.8,0.2,42.0,20.0,49,0,light,autumn,high
LHR,26.4,0.5,12.7,5.8,64,1,none,summer,medium
SIN,67.1,8.9,46.5,17.3,55,1,heavy,summer,high
