preferred_class,budget_usd,preferred_airline,avg_rating_given,trips_per_year,loyalty_tier,prefers_direct,recommended_airline
Business,308,PacificAir,3.4,12,Bronze,0,AsiaJet
First,1337,AsiaJet,1.6,13,Platinum,0,PacificAir
First,1663,EuroWings,3.4,10,Platinum,0,PacificAir
Business,1500,AsiaJet,4.5,27,Platinum,0,PacificAir
Business,1949,AsiaJet,3.8,14,Gold,1,PacificAir
Business,3064,PacificAir,3.0,28,Gold,0,SkyMind
First,4936,PacificAir,2.9,2,Bronze,1,SkyMind
Economy,169,PacificAir,2.3,15,Platinum,1,AsiaJet
Business,1145,SkyMind,4.0,15,Bronze,0,PacificAir
First,4713,PacificAir,4.7,2,Silver,0,SkyMind
Economy,1076,AeroGulf,2.9,22,Gold,0,PacificAir
Economy,1058,SkyMind,4.5,14,Bronze,1,PacificAir
First,2851,AsiaJet,1.1,22,Silver,0,AeroGulf
Economy,384,EuroWings,1.8,12,Silver,1,AsiaJet
Business,3347,SkyMind,1.2,13,Platinum,1,SkyMind
Business,1590,PacificAir,3.1,9,Gold,1,PacificAir
First,530,AeroGulf,2.3,5,Platinum,0,EuroWings
First,4623,SkyMind,4.4,25,Gold,1,SkyMind
Business,4527,EuroWings,3.7,9,Silver,1,SkyMind
First,543,SkyMind,3.5,20,Bronze,1,EuroWings
Business,2012,AsiaJet,1.5,26,Platinum,0,AeroGulf
Economy,1336,PacificAir,2.1,15,Silver,1,PacificAir
Business,4638,SkyMind,3.9,24,Gold,0,SkyMind
First,1314,AeroGulf,1.8,14,Platinum,1,PacificAir
Business,577,PacificAir,3.8,26,Bronze,1,EuroWings
Economy,4700,EuroWings,4.6,9,Gold,1,SkyMind
First,1572,PacificAir,4.5,25,Silver,1,PacificAir
Business,1665,SkyMind,1.1,19,Bronze,1,PacificAir
First,4344,AsiaJet,4.5,1,Gold,0,SkyMind
Business,4799,PacificAir,2.2,6,Platinum,1,SkyMind
First,759,SkyMind,2.7,6,Gold,1,EuroWings
Business,4438,SkyMind,3.1,10,Gold,0,SkyMind
First,2038,AsiaJet,2.6,4,Silver,1,AeroGulf
Economy,3296,SkyMind,3.5,28,Bronze,0,SkyMind
First,1467,EuroWings,4.3,9,Gold,0,PacificAir
First,2414,AsiaJet,3.8,23,Bronze,0,AeroGulf
Economy,4491,EuroWings,2.0,14,Bronze,0,SkyMind
Economy,3487,EuroWings,4.7,3,Platinum,0,SkyMind
First,1021,SkyMind,3.8,2,Bronze,0,PacificAir
First,656,PacificAir,1.5,26,Gold,0,EuroWings
First,3273,EuroWings,3.9,7,Silver,0,SkyMind
Business,4210,EuroWings,1.1,18,Gold,1,SkyMind
Business,3440,PacificAir,3.5,27,Platinum,1,SkyMind
Economy,436,AeroGulf,4.7,11,Gold,1,AsiaJet
Business,3638,AeroGulf,3.3,17,Platinum,1,SkyMind
Economy,3853,AsiaJet,2.2,11,Silver,1,SkyMind
Business,4606,AsiaJet,5.0,20,Bronze,0,SkyMind
Business,3249,EuroWings,4.2,2,Platinum,0,SkyMind
Economy,2469,PacificAir,2.0,26,Gold,0,AeroGulf
First,1514,PacificAir,1.3,10,Gold,0,PacificAir
First,1764,AeroGulf,4.9,19,Silver,0,PacificAir
Business,696,SkyMind,1.1,6,Platinum,1,EuroWings
First,4163,SkyMind,3.7,29,Platinum,1,SkyMind
Economy,664,AeroGulf,4.9,22,Gold,0,EuroWings
Economy,652,AeroGulf,2.0,14,Gold,0,EuroWings
Business,2954,AsiaJet,4.7,11,Bronze,1,AeroGulf
Economy,3931,SkyMind,2.7,14,Gold,1,SkyMind
Economy,1064,AsiaJet,1.9,9,Platinum,0,PacificAir
Economy,2648,AeroGulf,1.3,7,Platinum,1,AeroGulf
First,2467,AeroGulf,3.4,11,Silver,0,AeroGulf
Business,1663,AeroGulf,3.8,4,Platinum,0,PacificAir
Economy,1609,PacificAir,3.6,4,Silver,0,PacificAir
Economy,4057,AeroGulf,3.4,10,Gold,1,SkyMind
Business,852,SkyMind,3.5,14,Silver,1,EuroWings
Business,518,SkyMind,3.1,4,Platinum,1,EuroWings
Economy,1584,AeroGulf,1.9,23,Platinum,1,PacificAir
First,740,AsiaJet,3.4,5,Silver,1,EuroWings
First,2842,AsiaJet,4.6,25,Gold,1,AeroGulf
First,1044,PacificAir,1.1,9,Gold,0,PacificAir
Economy,108,AeroGulf,4.9,6,Platinum,1,AsiaJet
Economy,2631,EuroWings,4.9,23,Bronze,0,AeroGulf
Economy,4559,SkyMind,2.1,15,Platinum,1,SkyMind
First,297,AsiaJet,2.7,10,Gold,0,AsiaJet
Business,462,AsiaJet,3.3,18,Silver,0,AsiaJet
First,4206,SkyMind,4.4,9,Platinum,1,SkyMind
First,3935,AsiaJet,1.2,26,Silver,1,SkyMind
First,2771,EuroWings,1.9,27,Bronze,0,AeroGulf
Economy,767,SkyMind,3.6,8,Silver,1,EuroWings
Business,3881,EuroWings,1.2,5,Platinum,0,SkyMind
Business,1955,SkyMind,4.6,8,Silver,1,PacificAir
Business,3307,AeroGulf,4.5,27,Silver,1,SkyMind
Economy,2619,AsiaJet,1.4,4,Bronze,1,AeroGulf
Business,4882,SkyMind,2.7,23,Gold,1,SkyMind
First,2290,PacificAir,3.0,23,Bronze,0,AeroGulf
Economy,2395,SkyMind,3.6,28,Silver,0,AeroGulf
First,3612,AeroGulf,3.2,27,Platinum,0,SkyMind
Business,2199,SkyMind,1.0,12,Silver,1,AeroGulf
Business,3199,SkyMind,1.5,21,Platinum,1,SkyMind
Business,3204,EuroWings,4.3,15,Platinum,1,SkyMind
Business,4013,AsiaJet,4.2,18,Bronze,1,SkyMind
First,982,EuroWings,1.1,25,Platinum,1,EuroWings
Economy,2855,AsiaJet,1.1,27,Platinum,0,AeroGulf
Business,253,PacificAir,4.4,28,Platinum,0,AsiaJet
Economy,1514,PacificAir,2.4,8,Platinum,0,PacificAir
First,1893,EuroWings,2.6,20,Platinum,1,PacificAir
Business,3866,AsiaJet,4.8,6,Bronze,1,SkyMind
Economy,3444,AeroGulf,4.6,19,Gold,1,SkyMind
Economy,1106,EuroWings,2.6,20,Silver,0,PacificAir
First,1879,SkyMind,4.2,3,Silver,1,PacificAir
Economy,1434,EuroWings,2.8,12,Silver,0,PacificAir
Business,1080,SkyMind,2.7,25,Platinum,1,PacificAir
Business,3200,EuroWings,1.1,10,Platinum,0,SkyMind
Business,4163,AsiaJet,4.2,29,Platinum,1,SkyMind
Business,3207,AeroGulf,4.2,8,Platinum,1,SkyMind
Business,4384,AeroGulf,4.1,4,Gold,1,SkyMind
Business,841,SkyMind,4.9,1,Gold,1,EuroWings
Economy,3933,AeroGulf,1.2,7,Silver,0,SkyMind
Business,3242,SkyMind,4.9,11,Bronze,0,SkyMind
Business,1520,AsiaJet,4.4,28,Platinum,1,PacificAir
Economy,2552,AeroGulf,1.5,13,Gold,0,AeroGulf
Economy,2316,AeroGulf,1.2,15,Gold,1,AeroGulf
First,708,AeroGulf,1.1,13,Platinum,0,EuroWings
Economy,1895,AsiaJet,1.5,20,Silver,1,PacificAir
First,2971,SkyMind,4.3,11,Platinum,0,AeroGulf
First,648,AsiaJet,2.5,15,Gold,1,EuroWings
First,3851,EuroWings,3.5,4,Silver,0,SkyMind
Business,4040,AeroGulf,2.6,19,Bronze,0,SkyMind
Economy,4681,SkyMind,3.3,27,Bronze,0,SkyMind
Business,2028,SkyMind,2.1,12,Gold,0,AeroGulf
Business,326,AeroGulf,4.6,23,Platinum,1,AsiaJet
First,1539,EuroWings,3.5,11,Bronze,1,PacificAir
Economy,1245,SkyMind,2.9,18,Silver,0,PacificAir
Business,4484,EuroWings,2.1,19,Gold,0,SkyMind
First,2265,EuroWings,2.2,7,Bronze,0,AeroGulf
Economy,4957,PacificAir,3.8,1,Silver,0,SkyMind
Business,2581,PacificAir,2.6,19,Silver,0,AeroGulf
Business,2500,PacificAir,3.3,10,Gold,0,AeroGulf
Economy,1095,SkyMind,4.9,26,Bronze,1,PacificAir
Economy,4749,AsiaJet,2.3,13,Bronze,1,SkyMind
Business,884,SkyMind,2.6,14,Bronze,0,EuroWings
Business,4053,EuroWings,2.3,18,Platinum,0,SkyMind
First,2037,AsiaJet,1.4,4,Gold,1,AeroGulf
Business,3640,SkyMind,4.8,22,Platinum,0,SkyMind
Economy,663,PacificAir,4.0,4,Bronze,0,EuroWings
First,4490,PacificAir,3.5,19,Silver,1,SkyMind
Business,3298,SkyMind,1.1,18,Gold,1,SkyMind
Economy,3525,AsiaJet,4.3,4,Silver,1,SkyMind
Business,2726,EuroWings,1.3,2,Silver,0,AeroGulf
Economy,3360,AeroGulf,1.5,6,Bronze,0,SkyMind
First,3083,AsiaJet,1.3,26,Silver,0,SkyMind
Economy,289,EuroWings,1.6,21,Bronze,1,AsiaJet
Business,446,EuroWings,3.6,20,Silver,1,AsiaJet
Business,3494,PacificAir,1.3,19,Gold,0,SkyMind
Economy,4266,SkyMind,3.5,12,Bronze,0,SkyMind
Economy,2703,SkyMind,4.1,29,Platinum,0,AeroGulf
First,2750,AsiaJet,2.8,27,Platinum,1,AeroGulf
Business,173,AeroGulf,3.6,3,Silver,0,AsiaJet
Economy,4046,SkyMind,2.4,18,Bronze,1,SkyMind
Economy,3516,SkyMind,4.0,12,Silver,0,SkyMind
Business,2561,PacificAir,4.9,7,Gold,1,AeroGulf
Economy,3397,AeroGulf,2.4,9,Silver,1,SkyMind
First,1733,SkyMind,3.4,17,Gold,0,PacificAir
Economy,1196,AeroGulf,4.9,9,Platinum,0,PacificAir
Business,315,EuroWings,1.1,24,Bronze,1,AsiaJet
Economy,3736,EuroWings,2.1,26,Platinum,1,SkyMind
First,3562,SkyMind,1.6,17,Silver,1,SkyMind
Business,1834,AeroGulf,3.4,14,Silver,0,PacificAir
Economy,4560,AeroGulf,1.7,1,Platinum,0,SkyMind
Business,4336,SkyMind,2.3,27,Silver,0,SkyMind
Economy,3495,SkyMind,2.7,11,Gold,1,SkyMind
First,2302,PacificAir,1.2,22,Bronze,0,AeroGulf
First,251,AsiaJet,2.2,23,Silver,0,AsiaJet
Business,2863,SkyMind,1.9,25,Silver,1,AeroGulf
Business,4926,AeroGulf,2.7,26,Platinum,0,SkyMind
Economy,811,AeroGulf,5.0,22,Bronze,0,EuroWings
Business,290,EuroWings,5.0,5,Platinum,1,AsiaJet
Economy,2223,SkyMind,1.7,18,Gold,0,AeroGulf
First,1941,PacificAir,3.9,13,Platinum,1,PacificAir
Business,4306,PacificAir,4.6,23,Silver,0,SkyMind
Business,1644,AsiaJet,3.1,27,Bronze,1,PacificAir
First,3756,PacificAir,4.0,17,Platinum,1,SkyMind
Business,876,AsiaJet,2.7,20,Bronze,0,EuroWings
First,2710,SkyMind,3.4,21,Silver,1,AeroGulf
Economy,1066,AeroGulf,2.8,16,Bronze,0,PacificAir
First,905,SkyMind,2.2,6,Bronze,1,EuroWings
First,160,AsiaJet,1.6,1,Bronze,0,AsiaJet
Economy,741,AeroGulf,2.2,14,Silver,1,EuroWings
First,797,SkyMind,4.5,11,Silver,1,EuroWings
First,2632,SkyMind,4.6,9,Silver,0,AeroGulf
First,394,EuroWings,4.4,15,Silver,1,AsiaJet
First,4079,AsiaJet,2.2,25,Gold,0,SkyMind
First,1678,AeroGulf,4.6,20,Gold,1,PacificAir
First,474,PacificAir,1.6,13,Gold,0,AsiaJet
Business,1159,EuroWings,4.4,16,Silver,0,PacificAir
First,3238,EuroWings,2.1,17,Silver,0,SkyMind
Business,1254,SkyMind,3.6,24,Platinum,1,PacificAir
Economy,1523,AeroGulf,4.0,24,Gold,0,PacificAir
Economy,3341,AeroGulf,1.3,14,Silver,0,SkyMind
Economy,3898,EuroWings,2.2,7,Platinum,0,SkyMind
First,2561,PacificAir,3.5,29,Gold,0,AeroGulf
First,837,EuroWings,3.4,29,Platinum,0,EuroWings
Economy,1868,SkyMind,4.5,10,Silver,1,PacificAir
Business,4422,PacificAir,3.6,28,Bronze,1,SkyMind
Economy,1151,AsiaJet,1.8,19,Bronze,1,PacificAir
First,963,AeroGulf,4.1,14,Bronze,0,EuroWings
Business,1804,AeroGulf,4.8,18,Bronze,1,PacificAir
Business,850,AsiaJet,3.6,11,Gold,1,EuroWings
Business,735,AsiaJet,2.9,7,Silver,0,EuroWings
Business,202,PacificAir,4.2,26,Platinum,0,AsiaJet
First,2343,AeroGulf,2.8,7,Platinum,0,AeroGulf
Economy,2051,SkyMind,1.6,21,Bronze,0,AeroGulf
Economy,1075,AeroGulf,1.3,9,Silver,0,PacificAir
Economy,4742,PacificAir,2.6,23,Bronze,1,SkyMind
Economy,3063,EuroWings,3.8,14,Silver,0,SkyMind
Economy,3081,PacificAir,3.8,29,Bronze,1,SkyMind
Economy,127,AsiaJet,3.1,24,Gold,0,AsiaJet
Economy,3678,PacificAir,2.8,22,Platinum,1,SkyMind
Economy,3622,EuroWings,3.6,17,Silver,1,SkyMind
Economy,1979,PacificAir,4.8,9,Platinum,0,PacificAir
Business,4735,SkyMind,2.2,7,Bronze,1,SkyMind
Economy,2004,AsiaJet,3.2,26,Gold,1,AeroGulf
First,2090,EuroWings,4.4,13,Platinum,1,AeroGulf
First,2643,PacificAir,2.0,8,Silver,1,AeroGulf
Economy,818,SkyMind,2.0,15,Platinum,1,EuroWings
Economy,4220,AeroGulf,4.5,28,Platinum,0,SkyMind
Economy,4842,PacificAir,4.8,18,Gold,1,SkyMind
Economy,1955,PacificAir,3.7,7,Platinum,0,PacificAir
First,1351,AeroGulf,3.6,27,Silver,0,PacificAir
First,877,AeroGulf,3.1,12,Platinum,1,EuroWings
Business,4800,SkyMind,4.1,10,Gold,0,SkyMind
Business,4975,EuroWings,4.9,19,Gold,0,SkyMind
Economy,1113,PacificAir,2.5,3,Platinum,1,PacificAir
First,256,AsiaJet,2.2,20,Bronze,0,AsiaJet
First,2077,PacificAir,4.9,12,Bronze,0,AeroGulf
Economy,1983,EuroWings,3.0,26,Gold,1,PacificAir
Business,3584,AeroGulf,1.7,9,Silver,1,SkyMind
Business,3989,SkyMind,4.5,25,Bronze,1,SkyMind
First,866,PacificAir,1.4,21,Platinum,0,EuroWings
First,204,AeroGulf,3.1,11,Bronze,1,AsiaJet
First,2422,EuroWings,4.0,26,Gold,0,AeroGulf
First,600,AsiaJet,4.5,26,Gold,1,EuroWings
Business,860,AsiaJet,1.3,19,Gold,0,EuroWings
Business,1345,AsiaJet,3.7,27,Bronze,1,PacificAir
First,4737,AeroGulf,4.2,22,Silver,0,SkyMind
Business,3330,PacificAir,3.5,5,Silver,0,SkyMind
Business,2810,AeroGulf,2.0,11,Gold,0,AeroGulf
Business,3053,EuroWings,3.7,22,Bronze,0,SkyMind
Business,218,EuroWings,4.6,20,Gold,1,AsiaJet
First,747,PacificAir,4.7,7,Silver,0,EuroWings
Business,2213,AsiaJet,3.8,1,Bronze,1,AeroGulf
First,2912,EuroWings,1.9,24,Gold,0,AeroGulf
Economy,2203,AsiaJet,1.9,21,Silver,1,AeroGulf
Economy,114,SkyMind,2.5,16,Silver,0,AsiaJet
First,3196,AsiaJet,1.8,25,Silver,1,SkyMind
First,3353,AeroGulf,1.9,10,Gold,0,SkyMind
Business,1842,AeroGulf,1.9,19,Silver,1,PacificAir
Economy,2923,SkyMind,1.4,16,Gold,1,AeroGulf
Economy,3885,PacificAir,3.1,15,Silver,0,SkyMind
Economy,1247,SkyMind,2.1,16,Platinum,1,PacificAir
Business,1734,AeroGulf,5.0,6,Platinum,0,PacificAir
First,3430,AeroGulf,2.7,3,Bronze,1,SkyMind
Business,2405,AeroGulf,3.5,23,Silver,0,AeroGulf
Economy,4224,PacificAir,4.8,17,Bronze,1,SkyMind
Business,284,PacificAir,4.2,13,Gold,1,AsiaJet
Business,3999,AsiaJet,4.3,22,Platinum,1,SkyMind
First,2540,EuroWings,4.7,20,Bronze,1,AeroGulf
Business,2950,EuroWings,4.4,2,Platinum,0,AeroGulf
Business,3021,AeroGulf,4.6,14,Bronze,0,SkyMind
Business,467,EuroWings,4.6,6,Silver,0,AsiaJet
First,3963,EuroWings,3.0,16,Platinum,0,SkyMind
Economy,799,SkyMind,1.6,1,Gold,1,EuroWings
First,2597,PacificAir,4.3,20,Platinum,0,AeroGulf
First,2405,EuroWings,4.4,1,Platinum,1,AeroGulf
Economy,630,SkyMind,3.3,8,Bronze,0,EuroWings
Economy,4949,AsiaJet,4.1,19,Platinum,0,SkyMind
Economy,371,AsiaJet,4.7,13,Bronze,0,AsiaJet
First,1667,AsiaJet,3.1,18,Bronze,0,PacificAir
Economy,2717,AsiaJet,3.1,16,Platinum,1,AeroGulf
Business,2748,EuroWings,4.6,28,Platinum,0,AeroGulf
Economy,1483,PacificAir,3.2,8,Gold,1,PacificAir
First,1821,AeroGulf,4.3,16,Silver,0,PacificAir
Business,426,AeroGulf,4.3,13,Silver,1,AsiaJet
First,1759,AeroGulf,2.3,22,Platinum,1,PacificAir
Economy,2165,SkyMind,5.0,23,Platinum,0,AeroGulf
Business,1387,SkyMind,4.4,11,Platinum,0,PacificAir
Business,527,AsiaJet,3.9,11,Silver,0,EuroWings
First,1238,SkyMind,2.5,14,Platinum,0,PacificAir
Business,1923,EuroWings,1.7,8,Bronze,0,PacificAir
First,3559,PacificAir,2.4,13,Bronze,0,SkyMind
Business,2491,PacificAir,1.4,14,Silver,1,AeroGulf
First,3433,SkyMind,4.5,21,Silver,1,SkyMind
Business,719,AsiaJet,4.1,1,Bronze,1,EuroWings
First,4574,PacificAir,2.0,16,Silver,1,SkyMind
Economy,4765,AeroGulf,1.8,8,Silver,1,SkyMind
Economy,804,EuroWings,2.0,5,Platinum,1,EuroWings
Business,2277,SkyMind,2.7,14,Platinum,0,AeroGulf
Economy,4407,SkyMind,3.0,14,Bronze,1,SkyMind
Economy,680,SkyMind,1.3,6,Platinum,0,EuroWings
First,3719,EuroWings,1.3,28,Bronze,1,SkyMind
Economy,3636,EuroWings,2.4,18,Platinum,1,SkyMind
Business,3360,SkyMind,3.5,22,Silver,1,SkyMind
Business,4207,EuroWings,3.7,6,Silver,0,SkyMind
Business,1104,AeroGulf,3.7,25,Silver,1,PacificAir
Business,1483,PacificAir,3.1,12,Gold,0,PacificAir
Business,2248,AsiaJet,4.8,29,Platinum,0,AeroGulf
Business,2177,EuroWings,4.0,7,Platinum,1,AeroGulf
Economy,1580,AeroGulf,2.9,24,Bronze,0,PacificAir
Economy,3638,AeroGulf,2.9,19,Bronze,1,SkyMind
First,4498,SkyMind,3.2,29,Platinum,1,SkyMind
Business,3869,AsiaJet,2.4,4,Silver,0,SkyMind
Business,3775,PacificAir,4.6,26,Silver,0,SkyMind
First,2250,EuroWings,3.1,15,Silver,0,AeroGulf
Economy,1917,EuroWings,3.6,24,Platinum,0,PacificAir
Business,693,SkyMind,1.9,26,Platinum,0,EuroWings
First,820,AeroGulf,2.1,13,Gold,1,EuroWings
Business,2685,AsiaJet,4.7,16,Platinum,0,AeroGulf
Business,2245,PacificAir,1.2,13,Silver,1,AeroGulf
Business,1046,AeroGulf,2.4,10,Silver,1,PacificAir
Business,2321,PacificAir,3.0,3,Gold,0,AeroGulf
